NAME,RTG,TEAM,DEP,WEEK,TGTS,REC,REC YDS,REC TD,ATT,YDS,TD
Stefon Diggs,94,BUF,1,12,9,7,39,0,0,0,0
Marvin Jones,86,DET,1,12,12,6,48,0,0,0,0
Denzel Mims,70,NYJ,1,12,8,4,67,0,0,0,0
DeAndre Hopkins,99,ARI,1,12,7,5,55,0,0,0,0
Nelson Agholor,78,LV,1,12,6,5,54,0,0,0,0
Jakobi Meyers,70,NE,2,12,6,5,52,0,0,0,0
D.J. Moore,81,CAR,1,12,9,4,61,0,0,0,0
Michael Gallup,79,DAL,1,12,8,6,41,0,0,0,0
Corey Davis,80,TEN,1,12,3,3,70,0,0,0,0
Michael Thomas,97,NO,1,12,6,4,50,0,1,1,0
Josh Reynolds,73,LAR,1,12,6,5,40,0,0,0,0
Demarcus Robinson,78,KC,2,12,6,5,36,0,0,0,0
David Moore,76,SEA,1,12,3,3,-6,1,1,1,0
Brandon Powell,67,ATL,2,12,2,2,4,1,0,0,0
Darnell Mooney,67,CHI,1,12,9,3,34,0,0,0,0
Tyron Johnson,71,LAC,2,12,4,2,63,0,0,0,0
Sammy Watkins,79,KC,1,12,7,4,38,0,0,0,0
Golden Tate,78,NYG,1,12,9,4,36,0,0,0,0
Keelan Cole,75,JAX,1,12,6,3,44,0,0,0,0
Andy Isabella,69,ARI,2,12,6,4,33,0,0,0,0
CeeDee Lamb,79,DAL,1,12,7,5,21,0,0,0,0
Laviska Shenault Jr,78,JAX,1,12,4,3,31,0,1,6,0
Russell Gage,69,ATL,1,12,5,3,34,0,0,0,0
Kendrick Bourne,75,SF,2,12,5,3,34,0,0,0,0
Jalen Guyton,67,LAC,2,12,4,3,33,0,0,0,0
Damiere Byrd,72,NE,1,12,8,3,33,0,0,0,0
Khadarel Hodge,67,CLE,3,12,3,3,31,0,0,0,0
Jamison Crowder,79,NYJ,1,12,5,3,31,0,0,0,0
Cooper Kupp,88,LAR,1,12,5,2,41,0,0,0,0
Anthony Miller,76,CHI,1,12,6,3,28,0,0,0,0
Keke Coutee,73,HOU,2,12,3,2,17,0,0,0,0
Mike Williams,79,LAC,1,12,5,3,26,0,0,0,0
Mecole Hardman,79,KC,2,12,5,3,23,0,0,0,0
Tyler Lockett,87,SEA,1,12,4,3,23,0,0,0,0
Devin Duvernay,72,BAL,1,12,3,3,20,0,0,0,0
Christian Kirk,78,ARI,1,12,6,3,19,0,1,0,0
Quintez Cephus,67,DET,2,12,2,2,27,0,0,0,0
Tyler Boyd,86,CIN,1,12,6,3,15,0,0,0,0
Cole Beasley,86,BUF,1,12,4,2,25,0,0,0,0
Jalen Reagor,70,PHI,1,12,7,3,11,0,0,0,0
James Washington,78,PIT,2,12,3,2,19,0,0,0,0
Mack Hollins,67,MIA,2,12,3,2,19,0,0,0,0
Richie James,69,SF,2,12,1,1,29,0,0,0,0
Travis Fulgham,67,PHI,2,12,2,2,16,0,0,0,0
Riley Ridley,70,CHI,2,12,2,2,16,0,0,0,0
Marvin Hall,69,DET,2,12,4,2,16,0,0,0,0
Jakeem Grant,74,MIA,1,12,2,2,15,0,0,0,0
Alshon Jeffery,77,PHI,1,12,4,2,15,0,0,0,0
Zach Pascal,72,IND,1,12,4,1,23,0,0,0,0
Antonio Brown,88,TB,2,12,3,2,11,0,0,0,0
Christian Blake,67,ATL,2,12,1,1,17,0,0,0,0
Tre'Quan Smith,74,NO,3,12,1,1,16,0,0,0,0
Dontrelle Inman,75,WAS,1,12,1,1,15,0,0,0,0
Rashard Higgins,74,CLE,1,12,2,1,15,0,0,0,0
Bryan Edwards,71,LV,2,12,2,1,15,0,0,0,0
Olamide Zaccheaus,67,ATL,5,12,3,1,11,0,0,0,0
CJ Board,67,NYG,3,12,1,1,11,0,0,0,0
Malcolm Perry,67,MIA,2,12,1,1,8,0,0,0,0
Jeff Smith,67,NYJ,2,12,1,1,7,0,0,0,0
Antonio Callaway,73,MIA,3,12,1,1,7,0,0,0,0
KeeSean Johnson,67,ARI,2,12,1,1,7,0,0,0,0
Emmanuel Sanders,86,NO,1,12,1,1,4,0,0,0,0
Zay Jones,78,LV,2,12,1,1,3,0,0,0,0
John Hightower,67,PHI,2,12,1,1,1,0,0,0,0
Cordarrelle Patterson,74,CHI,2,12,0,0,0,0,2,8,0
Cameron Batson,67,TEN,1,12,0,0,0,0,1,5,0
Gunner Olszewski,67,NE,2,12,0,0,0,0,1,1,0
Corey Davis,80,TEN,1,13,12,11,182,1,0,0,0
Davante Adams,96,GB,1,13,12,10,121,2,0,0,0
Cole Beasley,86,BUF,1,13,11,9,130,1,0,0,0
Justin Jefferson,84,MIN,1,13,12,9,121,1,1,2,0
Marvin Jones,86,DET,1,13,12,8,116,1,0,0,0
T.Y. Hilton,82,IND,1,13,11,8,110,1,0,0,0
Keke Coutee,73,HOU,2,13,9,8,141,0,0,0,0
Jamison Crowder,79,NYJ,1,13,7,5,47,2,0,0,0
Michael Gallup,79,DAL,1,13,11,7,86,1,0,0,0
Adam Thielen,90,MIN,1,13,11,8,75,1,0,0,0
Rashard Higgins,74,CLE,1,13,9,6,95,1,0,0,0
Diontae Johnson,77,PIT,1,13,12,8,71,1,0,0,0
Brandon Aiyuk,70,SF,1,13,9,5,95,1,0,0,0
Tim Patrick,77,DEN,1,13,4,4,44,2,0,0,0
Jarvis Landry,87,CLE,1,13,10,8,62,1,0,0,0
Michael Thomas,97,NO,1,13,11,9,105,0,0,0,0
DeAndre Hopkins,99,ARI,1,13,13,8,52,1,0,0,0
Stefon Diggs,94,BUF,1,13,11,10,92,0,0,0,0
Robert Woods,88,LAR,1,13,11,10,85,0,0,0,0
Donovan Peoples-Jones,67,CLE,2,13,3,2,92,1,0,0,0
Amari Cooper,92,DAL,1,13,9,5,43,1,1,10,0
James Washington,78,PIT,2,13,4,2,80,1,0,0,0
Calvin Ridley,89,ATL,1,13,10,5,108,0,0,0,0
Laviska Shenault Jr,78,JAX,1,13,3,3,38,1,2,30,0
Gabriel Davis,72,BUF,2,13,4,3,68,1,0,0,0
Julio Jones,98,ATL,1,13,10,6,94,0,0,0,0
Cooper Kupp,88,LAR,1,13,9,8,73,0,0,0,0
Russell Gage,69,ATL,1,13,8,4,51,1,0,0,0
Chad Hansen,71,HOU,3,13,7,5,101,0,0,0,0
Marquise Brown,78,BAL,2,13,8,5,39,1,0,0,0
Tyreek Hill,96,KC,1,13,10,6,58,0,1,30,0
Quintez Cephus,67,DET,2,13,4,2,63,1,0,0,0
Tyler Boyd,86,CIN,1,13,4,1,72,1,0,0,0
Cam Sims,67,WAS,1,13,9,5,92,0,0,0,0
Deebo Samuel,82,SF,1,13,9,6,73,0,1,3,0
Allen Robinson,87,CHI,1,13,7,6,75,0,0,0,0
Tre'Quan Smith,74,NO,3,13,6,3,42,1,1,3,0
Cordarrelle Patterson,74,CHI,2,13,2,1,4,0,10,59,1
D.K. Metcalf,87,SEA,1,13,8,5,80,0,0,0,0
Collin Johnson,67,JAX,3,13,6,4,66,0,0,0,0
Tyler Lockett,87,SEA,1,13,9,6,63,0,0,0,0
Brandin Cooks,86,HOU,1,13,8,5,65,0,0,0,0
Isaiah McKenzie,69,BUF,2,13,2,2,31,1,0,0,0
Anthony Miller,76,CHI,1,13,5,5,56,0,1,3,0
Gunner Olszewski,67,NE,2,13,1,1,38,1,0,0,0
Miles Boykin,73,BAL,1,13,3,1,38,1,0,0,0
A.J. Brown,84,TEN,1,13,7,4,87,0,0,0,0
Tee Higgins,76,CIN,1,13,7,5,56,0,0,0,0
CeeDee Lamb,79,DAL,1,13,9,6,46,0,0,0,0
Cameron Batson,67,TEN,1,13,3,3,14,1,1,0,0
JuJu Smith-Schuster,81,PIT,1,13,10,7,28,0,0,0,0
Keenan Allen,92,LAC,1,13,11,5,48,0,0,0,0
N'Keal Harry,74,NE,1,13,3,2,15,1,0,0,0
Danny Amendola,81,DET,1,13,5,3,62,0,0,0,0
Lynn Bowden,67,MIA,3,13,4,4,41,0,1,11,0
Emmanuel Sanders,86,NO,1,13,6,5,39,0,0,0,0
Hunter Renfrow,77,LV,1,13,6,4,47,0,0,0,0
Darnell Mooney,67,CHI,1,13,6,4,43,0,0,0,0
Mike Williams,79,LAC,1,13,9,4,43,0,0,0,0
Denzel Mims,70,NYJ,1,13,3,2,40,0,0,0,0
Allen Lazard,67,GB,1,13,4,3,50,0,0,0,0
Nelson Agholor,78,LV,1,13,11,4,38,0,0,0,0
Kendrick Bourne,75,SF,2,13,6,4,35,0,0,0,0
Devante Parker,87,MIA,1,13,8,4,35,0,0,0,0
Sammy Watkins,79,KC,1,13,6,4,35,0,0,0,0
Golden Tate,78,NYG,1,13,4,4,30,0,0,0,0
Noah Brown,69,DAL,2,13,4,3,40,0,0,0,0
KeeSean Johnson,67,ARI,2,13,4,4,27,0,0,0,0
Van Jefferson,68,LAR,2,13,5,4,27,0,0,0,0
Jakeem Grant,74,MIA,1,13,6,2,42,0,0,0,0
D.J. Chark,83,JAX,1,13,7,2,41,0,0,0,0
Demarcus Robinson,78,KC,2,13,2,2,39,0,0,0,0
Jalen Guyton,67,LAC,2,13,7,2,38,0,0,0,0
Chase Claypool,67,PIT,2,13,4,2,38,0,0,0,0
Mohamed Sanu,79,DET,1,13,2,2,36,0,0,0,0
Jalen Reagor,70,PHI,1,13,1,1,34,0,1,11,0
Braxton Berrios,72,NYJ,2,13,2,2,33,0,0,0,0
Sterling Shepard,84,NYG,1,13,6,1,22,0,0,0,0
K.J. Hamler,69,DEN,2,13,5,2,16,0,2,13,0
Alex Erickson,69,CIN,2,13,3,2,17,0,0,0,0
Damiere Byrd,72,NE,1,13,3,2,16,0,0,0,0
Jakobi Meyers,70,NE,2,13,6,2,15,0,0,0,0
Terry McLaurin,91,WAS,1,13,6,2,14,0,0,0,0
Breshad Perriman,75,NYJ,1,13,4,1,22,0,0,0,0
Josh Reynolds,73,LAR,1,13,1,1,21,0,0,0,0
Chad Beebe,68,MIN,2,13,3,2,10,0,0,0,0
Andy Isabella,69,ARI,2,13,5,2,7,0,0,0,0
Mecole Hardman,79,KC,2,13,3,1,15,0,0,0,0
Ray-Ray McCloud,67,PIT,3,13,3,2,4,0,0,0,0
Malik Taylor,71,GB,3,13,1,1,14,0,0,0,0
Darius Slayton,77,NYG,1,13,1,1,14,0,0,0,0
Javon Wims,67,CHI,3,13,1,1,13,0,0,0,0
Zach Pascal,72,IND,1,13,1,1,11,0,0,0,0
Tyrie Cleveland,67,DEN,3,13,1,1,11,0,0,0,0
Adam Humphries,76,TEN,1,13,4,1,9,0,0,0,0
Brandon Powell,67,ATL,2,13,1,1,9,0,0,0,0
Keelan Cole,75,JAX,1,13,2,1,7,0,0,0,0
K.J. Hill,67,LAC,,13,1,1,7,0,0,0,0
Mack Hollins,67,MIA,2,13,1,1,7,0,0,0,0
Tommylee Lewis,67,NO,5,13,1,0,0,0,1,16,0
David Moore,76,SEA,1,13,2,1,6,0,0,0,0
Jerry Jeudy,75,DEN,1,13,4,1,5,0,0,0,0
Devin Duvernay,72,BAL,1,13,1,1,2,0,0,0,0
Christian Kirk,78,ARI,1,13,3,1,2,0,0,0,0
Chris Conley,75,JAX,2,13,2,2,12,0,0,0,0
Tyron Johnson,71,LAC,2,13,1,1,1,0,0,0,0
CJ Board,67,NYG,3,13,1,1,-2,0,0,0,0
Donte Moncrief,77,NE,3,13,0,0,0,0,1,4,0
Stefon Diggs,94,BUF,1,14,14,10,130,1,1,1,0
Allen Robinson,87,CHI,1,14,13,9,123,1,0,0,0
Calvin Ridley,89,ATL,1,14,12,8,124,1,0,0,0
Tyreek Hill,96,KC,1,14,7,3,79,1,1,32,1
T.Y. Hilton,82,IND,1,14,7,5,86,2,0,0,0
Davante Adams,96,GB,1,14,10,7,115,1,0,0,0
A.J. Brown,84,TEN,1,14,9,7,112,1,0,0,0
K.J. Hamler,69,DEN,2,14,3,2,86,2,0,0,0
DeAndre Hopkins,99,ARI,1,14,11,9,136,0,0,0,0
Brandon Aiyuk,70,SF,1,14,16,10,119,0,0,0,0
Nelson Agholor,78,LV,1,14,9,5,100,1,0,0,0
Marquez Valdes-Scantling,70,GB,2,14,6,6,85,1,0,0,0
Keenan Allen,92,LAC,1,14,11,9,52,1,0,0,0
Keelan Cole,75,JAX,1,14,12,7,67,1,0,0,0
Rashard Higgins,74,CLE,1,14,10,6,68,1,0,0,0
AJ Green,82,CIN,1,14,7,6,62,1,0,0,0
D.K. Metcalf,87,SEA,1,14,8,6,61,1,0,0,0
Robby Anderson,85,CAR,1,14,12,8,84,0,2,13,0
Tyron Johnson,71,LAC,2,14,7,6,55,1,0,0,0
JuJu Smith-Schuster,81,PIT,1,14,7,6,55,1,0,0,0
Michael Thomas,97,NO,1,14,8,8,84,0,0,0,0
Curtis Samuel,85,CAR,2,14,9,7,68,0,2,22,0
Lynn Bowden,67,MIA,3,14,9,7,82,0,1,2,0
Amari Cooper,92,DAL,1,14,5,4,51,1,0,0,0
Cooper Kupp,88,LAR,1,14,5,5,33,1,0,0,0
Emmanuel Sanders,86,NO,1,14,5,3,48,1,0,0,0
Russell Gage,69,ATL,1,14,7,5,82,0,0,0,0
Marquise Brown,78,BAL,2,14,6,2,50,1,0,0,0
Danny Amendola,81,DET,1,14,7,6,66,0,0,0,0
Chad Hansen,71,HOU,3,14,7,7,56,0,0,0,0
Tim Patrick,77,DEN,1,14,5,3,36,1,0,0,0
Donovan Peoples-Jones,67,CLE,2,14,5,3,74,0,0,0,0
James Washington,78,PIT,2,14,6,3,29,1,0,0,0
David Moore,76,SEA,1,14,5,3,20,1,1,9,0
Scott Miller,72,TB,2,14,2,1,48,1,0,0,0
Mack Hollins,67,MIA,2,14,9,5,66,0,0,0,0
Jarvis Landry,87,CLE,1,14,9,6,52,0,0,0,0
Laviska Shenault Jr,78,JAX,1,14,11,6,49,0,1,2,0
Gabriel Davis,72,BUF,2,14,8,3,19,1,0,0,0
Darnell Mooney,67,CHI,1,14,2,2,22,1,1,5,0
Tyler Lockett,87,SEA,1,14,5,5,52,0,0,0,0
Freddie Swain,67,SEA,2,14,3,2,22,1,0,0,0
Tee Higgins,76,CIN,1,14,8,5,49,0,0,0,0
Justin Jefferson,84,MIN,1,14,8,4,39,0,0,0,0
Antonio Brown,88,TB,2,14,5,5,49,0,0,0,0
Damiere Byrd,72,NE,1,14,8,5,48,0,0,0,0
Keke Coutee,73,HOU,2,14,3,3,24,1,0,0,0
Tyler Boyd,86,CIN,1,14,9,5,43,0,0,0,0
Kendrick Bourne,75,SF,2,14,7,3,42,0,0,0,0
Cole Beasley,86,BUF,1,14,10,5,41,0,0,0,0
Tre'Quan Smith,74,NO,3,14,6,3,60,0,0,0,0
Marvin Jones,86,DET,1,14,8,4,48,0,0,0,0
Jakobi Meyers,70,NE,2,14,5,4,47,0,0,0,0
Mike Evans,90,TB,1,14,5,3,56,0,0,0,0
Alshon Jeffery,77,PHI,1,14,1,1,15,1,0,0,0
Jalen Reagor,70,PHI,1,14,4,2,46,0,1,19,0
Pharoh Cooper,67,CAR,2,14,3,3,52,0,0,0,0
Robert Woods,88,LAR,1,14,8,5,32,0,1,-1,0
CeeDee Lamb,79,DAL,1,14,2,2,46,0,1,15,0
N'Keal Harry,74,NE,1,14,4,3,49,0,0,0,0
Laquon Treadwell,70,ATL,2,14,1,1,9,1,0,0,0
Braxton Berrios,72,NYJ,2,14,5,3,49,0,0,0,0
Sammy Watkins,79,KC,1,14,3,2,52,0,0,0,0
Adam Thielen,90,MIN,1,14,4,3,39,0,0,0,0
Hunter Renfrow,77,LV,1,14,7,5,38,0,0,0,0
Sterling Shepard,84,NYG,1,14,5,3,35,0,0,0,0
Richie James,69,SF,2,14,3,3,33,0,0,0,0
Jakeem Grant,74,MIA,1,14,5,3,32,0,0,0,0
Jerry Jeudy,75,DEN,1,14,4,2,42,0,0,0,0
Darius Slayton,77,NYG,1,14,8,3,31,0,0,0,0
Willie Snead,78,BAL,1,14,5,3,29,0,0,0,0
Mohamed Sanu,79,DET,1,14,2,2,37,0,0,0,0
Breshad Perriman,75,NYJ,1,14,6,3,26,0,0,0,0
Collin Johnson,67,JAX,3,14,3,2,33,0,0,0,0
Mecole Hardman,79,KC,2,14,3,3,40,0,0,0,0
Golden Tate,78,NYG,1,14,2,1,39,0,0,0,0
Chris Godwin,87,TB,1,14,3,2,25,0,0,0,0
Chase Claypool,67,PIT,2,14,6,3,15,0,0,0,0
Corey Davis,80,TEN,1,14,3,3,34,0,0,0,0
Terry McLaurin,91,WAS,1,14,6,2,24,0,0,0,0
Christian Kirk,78,ARI,1,14,4,3,14,0,0,0,0
Michael Gallup,79,DAL,1,14,6,2,23,0,0,0,0
Allen Lazard,67,GB,1,14,3,2,19,0,0,0,0
Zach Pascal,72,IND,1,14,2,1,27,0,0,0,0
D.J. Chark,83,JAX,1,14,9,2,16,0,0,0,0
Anthony Miller,76,CHI,1,14,2,2,16,0,0,0,0
Quintez Cephus,67,DET,2,14,2,2,16,0,0,0,0
Penny Hart,73,SEA,2,14,1,1,3,0,1,19,0
Larry Fitzgerald,77,ARI,1,14,3,2,10,0,0,0,0
Tavon Austin,74,GB,3,14,2,2,8,0,0,0,0
Jamison Crowder,79,NYJ,1,14,5,2,7,0,0,0,0
Cordarrelle Patterson,74,CHI,2,14,1,0,0,0,6,26,0
Jaleel Scott,68,NYJ,2,14,1,1,16,0,0,0,0
Miles Boykin,73,BAL,1,14,1,1,15,0,0,0,0
Jeff Smith,67,NYJ,2,14,2,1,14,0,0,0,0
Daesean Hamilton,72,DEN,2,14,1,1,13,0,0,0,0
Demarcus Robinson,78,KC,2,14,1,1,13,0,0,0,0
Cam Sims,67,WAS,1,14,2,1,8,0,1,5,0
Isaiah McKenzie,69,BUF,2,14,1,1,12,0,0,0,0
Brandon Powell,67,ATL,2,14,1,1,9,0,0,0,0
KeeSean Johnson,67,ARI,2,14,2,1,9,0,0,0,0
Jalen Guyton,67,LAC,2,14,3,1,8,0,0,0,0
Josh Reynolds,73,LAR,1,14,2,1,6,0,0,0,0
Malcolm Perry,67,MIA,2,14,2,1,5,0,0,0,0
K.J. Hill,67,LAC,,14,1,1,4,0,0,0,0
Brandon Zylstra,67,CAR,3,14,2,1,3,0,0,0,0
Quez Watkins,67,PHI,3,14,1,1,3,0,0,0,0
Deebo Samuel,82,SF,1,14,0,0,0,0,1,9,0
Javon Wims,67,CHI,3,14,0,0,0,0,1,2,0
Calvin Ridley,89,ATL,1,15,14,10,163,1,0,0,0
DeAndre Hopkins,99,ARI,1,15,11,9,169,1,1,1,0
Marvin Jones,86,DET,1,15,12,10,112,1,0,0,0
Stefon Diggs,94,BUF,1,15,13,11,147,0,0,0,0
Zach Pascal,72,IND,1,15,6,5,79,2,0,0,0
Brandon Aiyuk,70,SF,1,15,13,9,73,1,0,0,0
Robert Woods,88,LAR,1,15,8,6,56,1,1,40,0
Corey Davis,80,TEN,1,15,6,4,110,1,0,0,0
Antonio Brown,88,TB,2,15,7,5,93,1,0,0,0
D.J. Moore,81,CAR,1,15,8,6,131,0,1,1,0
Cole Beasley,86,BUF,1,15,10,8,112,0,0,0,0
Jarvis Landry,87,CLE,1,15,8,7,61,1,0,0,0
Kendrick Bourne,75,SF,2,15,4,4,86,1,0,0,0
Justin Jefferson,84,MIN,1,15,11,8,104,0,0,0,0
Russell Gage,69,ATL,1,15,10,5,68,1,0,0,0
Tyreek Hill,96,KC,1,15,10,6,53,1,1,1,0
Mike Evans,90,TB,1,15,7,6,110,0,0,0,0
Darnell Mooney,67,CHI,1,15,5,4,49,1,1,16,0
Jakobi Meyers,70,NE,2,15,10,7,111,0,0,0,0
Marquise Brown,78,BAL,2,15,7,6,98,0,0,0,0
A.J. Brown,84,TEN,1,15,6,5,44,1,0,0,0
Tyron Johnson,71,LAC,2,15,5,3,61,1,0,0,0
Terry McLaurin,91,WAS,1,15,12,7,77,0,0,0,0
Keke Coutee,73,HOU,2,15,7,5,53,1,0,0,0
Chris Godwin,87,TB,1,15,5,4,36,1,0,0,0
CeeDee Lamb,79,DAL,1,15,7,5,85,0,0,0,0
Chad Hansen,71,HOU,3,15,3,2,55,1,0,0,0
Jalen Guyton,67,LAC,2,15,6,4,91,0,1,4,0
Quez Watkins,67,PHI,3,15,4,3,40,1,0,0,0
Jamison Crowder,79,NYJ,1,15,8,6,66,0,0,0,0
Larry Fitzgerald,77,ARI,1,15,4,3,35,1,0,0,0
Allen Robinson,87,CHI,1,15,5,4,83,0,0,0,0
Brandin Cooks,86,HOU,1,15,7,6,59,0,0,0,0
Emmanuel Sanders,86,NO,1,15,5,4,76,0,0,0,0
Rashard Higgins,74,CLE,1,15,5,4,76,0,0,0,0
Michael Gallup,79,DAL,1,15,5,3,26,1,0,0,0
Darius Slayton,77,NYG,1,15,9,4,74,0,0,0,0
Davante Adams,96,GB,1,15,10,7,42,0,0,0,0
T.Y. Hilton,82,IND,1,15,6,4,71,0,0,0,0
Lil'jordan Humphrey,67,NO,6,15,4,2,29,1,0,0,0
Mecole Hardman,79,KC,2,15,9,3,22,1,1,-5,0
Allen Lazard,67,GB,1,15,6,5,56,0,0,0,0
Lynn Bowden,67,MIA,3,15,7,6,37,0,1,9,0
Sammy Watkins,79,KC,1,15,6,4,60,0,0,0,0
Laviska Shenault Jr,78,JAX,1,15,6,5,43,0,2,1,0
D.K. Metcalf,87,SEA,1,15,6,5,43,0,0,0,0
D.J. Chark,83,JAX,1,15,5,4,53,0,0,0,0
Jake Kumerow,69,BUF,2,15,1,1,22,1,0,0,0
Adam Thielen,90,MIN,1,15,3,2,11,1,0,0,0
Nelson Agholor,78,LV,1,15,8,4,49,0,0,0,0
Cooper Kupp,88,LAR,1,15,5,5,39,0,0,0,0
Jalen Reagor,70,PHI,1,15,8,5,49,0,1,-10,0
Sterling Shepard,84,NYG,1,15,7,4,51,0,1,-3,0
Curtis Samuel,85,CAR,2,15,9,4,42,0,2,6,0
Donovan Peoples-Jones,67,CLE,2,15,3,3,55,0,0,0,0
Chris Conley,75,JAX,2,15,3,1,13,1,0,0,0
Alshon Jeffery,77,PHI,1,15,3,2,63,0,0,0,0
Chase Claypool,67,PIT,2,15,8,3,54,0,1,-6,0
Mohamed Sanu,79,DET,1,15,5,4,38,0,0,0,0
Richie James,69,SF,2,15,7,4,56,0,0,0,0
Cam Sims,67,WAS,1,15,8,5,26,0,0,0,0
Tyler Lockett,87,SEA,1,15,7,4,34,0,0,0,0
Miles Boykin,73,BAL,1,15,2,1,4,1,0,0,0
K.J. Hill,67,LAC,,15,3,3,39,0,0,0,0
Christian Kirk,78,ARI,1,15,4,3,33,0,0,0,0
Tee Higgins,76,CIN,1,15,6,3,31,0,0,0,0
AJ Green,82,CIN,1,15,3,2,40,0,0,0,0
KeeSean Johnson,67,ARI,2,15,3,2,38,0,0,0,0
Damiere Byrd,72,NE,1,15,4,3,24,0,0,0,0
Travis Fulgham,67,PHI,2,15,2,2,30,0,0,0,0
Danny Amendola,81,DET,1,15,4,3,20,0,0,0,0
Scott Miller,72,TB,2,15,3,3,20,0,0,0,0
Isaiah Ford,68,MIA,3,15,3,3,18,0,0,0,0
Denzel Mims,70,NYJ,1,15,4,3,18,0,0,0,0
Demarcus Robinson,78,KC,2,15,3,2,27,0,0,0,0
Quintez Cephus,67,DET,2,15,3,1,36,0,0,0,0
Tim Patrick,77,DEN,1,15,4,3,14,0,0,0,0
Keelan Cole,75,JAX,1,15,2,2,22,0,0,0,0
Mike Williams,79,LAC,1,15,2,2,22,0,0,0,0
Chad Beebe,68,MIN,2,15,2,2,21,0,0,0,0
Robby Anderson,85,CAR,1,15,5,2,21,0,1,-1,0
Gabriel Davis,72,BUF,2,15,5,2,18,0,0,0,0
Mack Hollins,67,MIA,2,15,3,2,18,0,0,0,0
Tre'Quan Smith,74,NO,3,15,2,1,25,0,0,0,0
David Moore,76,SEA,1,15,4,2,10,0,1,5,0
Golden Tate,78,NYG,1,15,3,2,13,0,0,0,0
River Cracraft,67,SF,3,15,2,2,11,0,0,0,0
Breshad Perriman,75,NYJ,1,15,1,1,21,0,0,0,0
Josh Reynolds,73,LAR,1,15,2,2,9,0,0,0,0
Braxton Berrios,72,NYJ,2,15,3,2,9,0,0,0,0
Jerry Jeudy,75,DEN,1,15,5,1,19,0,0,0,0
Noah Brown,69,DAL,2,15,6,1,13,0,1,4,0
Keenan Allen,92,LAC,1,15,3,1,17,0,1,-1,0
Brandon Powell,67,ATL,2,15,4,2,5,0,0,0,0
JuJu Smith-Schuster,81,PIT,1,15,6,3,15,0,0,0,0
Laquon Treadwell,70,ATL,2,15,1,1,14,0,0,0,0
Anthony Miller,76,CHI,1,15,1,1,13,0,0,0,0
Amari Cooper,92,DAL,1,15,3,2,10,0,2,-7,0
N'Keal Harry,74,NE,1,15,2,1,12,0,0,0,0
Zay Jones,78,LV,2,15,2,1,9,0,0,0,0
Robert Foster,72,WAS,2,15,2,1,9,0,0,0,0
Collin Johnson,67,JAX,3,15,1,1,8,0,0,0,0
Isaiah McKenzie,69,BUF,2,15,1,1,8,0,0,0,0
Cordarrelle Patterson,74,CHI,2,15,1,1,4,0,1,3,0
Hunter Renfrow,77,LV,1,15,2,1,4,0,0,0,0
K.J. Hamler,69,DEN,2,15,4,1,4,0,0,0,0
Freddie Swain,67,SEA,2,15,1,1,3,0,0,0,0
Christian Blake,67,ATL,2,15,1,1,-1,0,0,0,0
Ray-Ray McCloud,67,PIT,3,15,1,1,-2,0,0,0,0
Malcolm Perry,67,MIA,2,15,0,0,0,0,1,4,0
Brandon Zylstra,67,CAR,3,15,0,0,0,0,1,1,0
Davante Adams,96,GB,1,16,12,11,142,3,0,0,0
Stefon Diggs,94,BUF,1,16,11,9,145,3,0,0,0
Mike Evans,90,TB,1,16,12,10,181,2,0,0,0
Michael Gallup,79,DAL,1,16,8,6,121,2,0,0,0
Brandin Cooks,86,HOU,1,16,10,7,141,1,0,0,0
Nelson Agholor,78,LV,1,16,6,5,155,1,0,0,0
JuJu Smith-Schuster,81,PIT,1,16,13,9,96,1,0,0,0
Adam Thielen,90,MIN,1,16,9,8,97,1,0,0,0
Jamison Crowder,79,NYJ,1,16,9,7,92,1,1,14,0
CeeDee Lamb,79,DAL,1,16,5,3,65,1,1,19,1
Sterling Shepard,84,NYG,1,16,12,9,77,1,0,0,0
Tee Higgins,76,CIN,1,16,9,6,99,1,0,0,0
Curtis Samuel,85,CAR,2,16,5,5,106,0,7,52,0
Allen Robinson,87,CHI,1,16,13,10,103,0,0,0,0
Chris Godwin,87,TB,1,16,9,5,84,1,0,0,0
Calvin Ridley,89,ATL,1,16,9,5,130,0,1,-7,0
Robby Anderson,85,CAR,1,16,10,7,39,1,0,0,0
D.J. Chark,83,JAX,1,16,7,4,62,1,0,0,0
Amari Cooper,92,DAL,1,16,6,4,121,0,0,0,0
Laviska Shenault Jr,78,JAX,1,16,7,5,48,1,0,0,0
Zach Pascal,72,IND,1,16,6,3,64,1,0,0,0
DeSean Jackson,77,PHI,1,16,1,1,81,1,0,0,0
Braxton Berrios,72,NYJ,2,16,3,3,60,1,0,0,0
Alex Erickson,69,CIN,2,16,6,6,88,0,0,0,0
Cooper Kupp,88,LAR,1,16,9,8,66,0,0,0,0
Christian Kirk,78,ARI,1,16,10,7,76,0,0,0,0
Justin Jefferson,84,MIN,1,16,10,6,85,0,0,0,0
Antonio Brown,88,TB,2,16,6,4,35,1,0,0,0
Emmanuel Sanders,86,NO,1,16,5,4,83,0,1,12,0
Josh Reynolds,73,LAR,1,16,10,6,65,0,1,5,0
DeAndre Hopkins,99,ARI,1,16,12,8,48,0,0,0,0
Daesean Hamilton,72,DEN,2,16,9,5,77,0,0,0,0
Marquise Brown,78,BAL,2,16,4,4,25,1,0,0,0
