,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
339,Cole Kmet,73,CHI,1.0,7,2,2,45,0,0,0,0,LAR
340,James O'Shaughnessy,74,JAX,1.0,7,3,3,32,0,0,0,0,LAC
341,Travis Kelce,96,KC,1.0,7,3,3,31,0,0,0,0,DEN
342,Will Dissly,77,SEA,1.0,7,4,2,38,0,0,0,0,ARI
343,Hunter Henry,85,LAC,1.0,7,7,3,23,0,0,0,0,JAX
344,Jacob Hollister,73,SEA,2.0,7,3,3,22,0,0,0,0,ARI
345,Robert Tonyan Jr.,79,GB,1.0,7,2,2,32,0,0,0,0,HOU
346,Nick Vannett,71,DEN,2.0,7,3,2,25,0,0,0,0,KC
347,Dalton Schultz,73,DAL,1.0,7,4,2,22,0,0,0,0,WAS
348,Greg Olsen,77,SEA,1.0,7,3,2,18,0,0,0,0,ARI
349,Nick Keizer,67,KC,2.0,7,2,2,36,0,0,0,0,DEN
350,Demetrius Harris,73,CHI,3.0,7,3,2,15,0,0,0,0,LAR
351,Vance McDonald,77,PIT,2.0,7,2,2,14,0,0,0,0,TEN
352,Anthony Firkser,70,TEN,3.0,7,2,2,7,0,0,0,0,PIT
353,Reggie Gilliam,67,BUF,1.0,7,1,1,15,0,0,0,0,NYJ
354,Tanner Hudson,68,TB,2.0,7,1,1,12,0,0,0,0,LV
355,Ian Thomas,75,CAR,1.0,7,1,1,11,0,0,0,0,NO
356,Ben Ellefson,67,JAX,,7,0,0,0,0,0,0,0,LAC
357,Jonnu Smith,82,TEN,1.0,7,4,1,9,0,0,0,0,PIT
358,Marcedes Lewis,75,GB,1.0,7,3,1,9,0,0,0,0,HOU
359,Cameron Brate,76,TB,1.0,7,1,1,8,0,0,0,0,LV
360,Dalton Keene,68,NE,2.0,7,1,1,8,0,0,0,0,SF
361,Ryan Izzo,67,NE,1.0,7,1,1,8,0,0,0,0,SF
362,Jeremy Sprinkle,68,WAS,2.0,7,1,1,6,0,0,0,0,DAL
363,Jason Witten,80,LV,1.0,7,1,1,6,0,0,0,0,TB
364,Isaac Nauta,67,DET,3.0,7,1,1,3,0,0,0,0,ATL
365,Josh Hill,81,NO,1.0,7,1,1,0,0,0,0,0,CAR
366,Travis Kelce,96,KC,1.0,8,12,8,109,1,0,0,0,NYJ
367,Jared Cook,89,NO,1.0,8,7,5,51,1,0,0,0,CHI
368,Eric Ebron,85,PIT,1.0,8,5,4,48,1,0,0,0,BAL
369,Rob Gronkowski,87,TB,1.0,8,4,4,41,1,0,0,0,NYG
370,T.J. Hockenson,81,DET,1.0,8,10,7,65,0,0,0,0,IND
371,Robert Tonyan Jr.,79,GB,1.0,8,7,5,79,0,0,0,0,MIN
372,Evan Engram,83,NYG,1.0,8,10,5,61,0,1,9,0,TB
373,Noah Fant,85,DEN,1.0,8,9,7,47,0,0,0,0,LAC
374,Dalton Schultz,73,DAL,1.0,8,8,6,53,0,0,0,0,PHI
375,Hayden Hurst,77,ATL,1.0,8,7,5,54,0,0,0,0,CAR
376,Trey Burton,77,IND,2.0,8,4,3,9,0,1,2,1,DET
377,Jack Doyle,79,IND,1.0,8,3,2,18,1,0,0,0,DET
378,Ross Dwelley,68,SF,2.0,8,4,1,16,1,0,0,0,SEA
379,Gerald Everett,75,LAR,2.0,8,9,5,32,0,0,0,0,MIA
380,Albert Okwuegbunam,69,DEN,2.0,8,1,1,9,1,0,0,0,LAC
381,Darren Waller,93,LV,1.0,8,6,5,28,0,0,0,0,CLE
382,Jace Sternberger,73,GB,2.0,8,4,3,46,0,0,0,0,MIN
383,Hunter Henry,85,LAC,1.0,8,4,4,33,0,0,0,0,DEN
384,Mo Alie-Cox,67,IND,1.0,8,4,3,37,0,0,0,0,DET
385,Mark Andrews,86,BAL,1.0,8,6,3,32,0,0,0,0,PIT
386,George Kittle,99,SF,1.0,8,4,2,39,0,0,0,0,SEA
387,Ian Thomas,75,CAR,1.0,8,3,3,28,0,0,0,0,ATL
388,Anthony Firkser,70,TEN,3.0,8,3,2,36,0,0,0,0,CIN
389,Cameron Brate,76,TB,1.0,8,2,2,35,0,0,0,0,NYG
390,Jonnu Smith,82,TEN,1.0,8,2,2,29,0,0,0,0,CIN
391,Ryan Izzo,67,NE,1.0,8,3,2,24,0,0,0,0,BUF
392,Jason Witten,80,LV,1.0,8,2,2,21,0,0,0,0,CLE
393,Durham Smythe,69,MIA,1.0,8,2,2,16,0,0,0,0,LAR
394,Harrison Bryant,67,CLE,2.0,8,3,3,25,0,0,0,0,LV
395,Tyler Higbee,82,LAR,1.0,8,4,2,14,0,0,0,0,MIA
396,Jesse James,74,DET,2.0,8,1,1,23,0,0,0,0,IND
397,Jimmy Graham,78,CHI,2.0,8,7,2,13,0,0,0,0,NO
398,David Njoku,81,CLE,1.0,8,3,1,19,0,0,0,0,LV
399,Will Dissly,77,SEA,1.0,8,1,1,17,0,0,0,0,SF
400,Irv Smith Jr.,77,MIN,1.0,8,1,1,16,0,0,0,0,GB
401,Dallas Goedert,85,PHI,2.0,8,1,1,15,0,0,0,0,DAL
402,Kyle Rudolph,80,MIN,1.0,8,1,1,12,0,0,0,0,GB
403,Tyler Kroft,76,BUF,2.0,8,1,1,11,0,0,0,0,NE
404,Levine Toilolo,71,NYG,2.0,8,2,1,9,0,0,0,0,TB
405,Mike Gesicki,84,MIA,2.0,8,2,1,8,0,0,0,0,LAR
406,Josh Hill,81,NO,1.0,8,1,1,7,0,0,0,0,CHI
407,Chris Manhertz,70,CAR,2.0,8,1,1,6,0,0,0,0,ATL
408,Kaden Smith,67,NYG,3.0,8,2,1,6,0,0,0,0,TB
409,Jacob Hollister,73,SEA,2.0,8,2,1,6,0,0,0,0,SF
410,Deon Yelder,67,KC,4.0,8,1,1,5,0,0,0,0,NYJ
411,Nick Keizer,67,KC,2.0,8,2,1,5,0,0,0,0,NYJ
412,Cethan Carter,67,CIN,2.0,8,1,1,2,0,0,0,0,TEN
413,Cole Kmet,73,CHI,1.0,8,1,1,2,0,0,0,0,NO
414,Travis Kelce,96,KC,1.0,9,12,10,159,0,0,0,0,CAR
415,Jimmy Graham,78,CHI,2.0,9,6,6,55,1,0,0,0,TEN
416,Evan Engram,83,NYG,1.0,9,10,5,48,1,0,0,0,WAS
417,Irv Smith Jr.,77,MIN,1.0,9,4,2,10,2,0,0,0,DET
418,T.J. Hockenson,81,DET,1.0,9,8,5,39,1,0,0,0,MIN
419,Darren Waller,93,LV,1.0,9,10,5,22,1,0,0,0,LAC
420,Hayden Hurst,77,ATL,1.0,9,8,7,62,0,0,0,0,DEN
421,Adam Trautman,70,NO,2.0,9,3,3,39,1,0,0,0,TB
422,Eric Ebron,85,PIT,1.0,9,6,3,22,1,0,0,0,DAL
423,Jonnu Smith,82,TEN,1.0,9,2,2,32,1,0,0,0,CHI
424,Jacob Hollister,73,SEA,2.0,9,7,5,60,0,0,0,0,BUF
425,Josh Hill,81,NO,1.0,9,2,2,14,1,0,0,0,TB
426,Darrell Daniels,67,ARI,3.0,9,1,1,21,1,0,0,0,MIA
427,Tyler Eifert,77,JAX,2.0,9,5,4,48,0,0,0,0,HOU
428,Dalton Schultz,73,DAL,1.0,9,7,4,48,0,0,0,0,PIT
429,Nick Boyle,83,BAL,2.0,9,4,4,46,0,0,0,0,IND
430,Ross Dwelley,68,SF,2.0,9,3,3,52,0,0,0,0,GB
431,Noah Fant,85,DEN,1.0,9,3,3,45,0,0,0,0,ATL
432,Maxx Williams,80,ARI,2.0,9,1,1,4,1,0,0,0,MIA
433,Mo Alie-Cox,67,IND,1.0,9,3,3,43,0,0,0,0,BAL
434,Hunter Henry,85,LAC,1.0,9,7,4,33,0,0,0,0,LV
435,Mike Gesicki,84,MIA,2.0,9,4,3,42,0,0,0,0,ARI
436,Tyler Kroft,76,BUF,2.0,9,1,1,1,1,0,0,0,SEA
437,Marcedes Lewis,75,GB,1.0,9,1,1,1,1,0,0,0,SF
438,Kyle Rudolph,80,MIN,1.0,9,4,3,40,0,0,0,0,DET
439,Logan Thomas,80,WAS,1.0,9,6,3,28,0,0,0,0,NYG
440,Mark Andrews,86,BAL,1.0,9,5,3,22,0,0,0,0,IND
441,Anthony Firkser,70,TEN,3.0,9,6,3,19,0,0,0,0,CHI
442,Darren Fells,73,HOU,1.0,9,3,2,26,0,0,0,0,JAX
443,Jordan Akins,77,HOU,3.0,9,4,2,19,0,0,0,0,JAX
444,Will Dissly,77,SEA,1.0,9,1,1,26,0,0,0,0,BUF
445,Greg Olsen,77,SEA,1.0,9,3,2,13,0,0,0,0,BUF
446,Jared Cook,89,NO,1.0,9,3,2,30,0,0,0,0,TB
447,Durham Smythe,69,MIA,1.0,9,1,1,19,0,0,0,0,ARI
448,Dan Arnold,67,ARI,1.0,9,1,1,16,0,0,0,0,MIA
449,Luke Stocker,74,ATL,2.0,9,1,1,12,0,0,0,0,DEN
450,Nick Vannett,71,DEN,2.0,9,1,1,11,0,0,0,0,ATL
451,James O'Shaughnessy,74,JAX,1.0,9,2,1,9,0,0,0,0,HOU
452,Ian Thomas,75,CAR,1.0,9,2,1,8,0,0,0,0,KC
453,Kaden Smith,67,NYG,3.0,9,1,1,8,0,0,0,0,WAS
454,Albert Okwuegbunam,69,DEN,2.0,9,1,1,7,0,0,0,0,ATL
455,Trey Burton,77,IND,2.0,9,4,1,6,0,0,0,0,BAL
456,Robert Tonyan Jr.,79,GB,1.0,9,1,1,5,0,0,0,0,SF
457,Jordan Reed,81,SF,1.0,9,2,1,3,0,0,0,0,GB
458,Rob Gronkowski,87,TB,1.0,9,6,1,2,0,0,0,0,NO
459,Vance McDonald,77,PIT,2.0,9,1,1,2,0,0,0,0,DAL
460,Jace Sternberger,73,GB,2.0,9,1,1,1,0,0,0,0,SF
461,Jesse James,74,DET,2.0,9,1,1,0,0,0,0,0,MIN
462,Jason Witten,80,LV,1.0,9,1,1,0,0,0,0,0,LAC
463,Levine Toilolo,71,NYG,2.0,9,1,1,0,0,0,0,0,WAS
464,Blake Bell,69,DAL,2.0,9,2,1,-4,0,0,0,0,PIT
465,John Lovett,72,GB,1.0,9,0,0,0,0,3,6,0,SF
466,Rob Gronkowski,87,TB,1.0,10,3,2,51,1,0,0,0,CAR
467,Hunter Henry,85,LAC,1.0,10,6,4,30,1,0,0,0,MIA
468,Cameron Brate,76,TB,1.0,10,3,3,31,1,0,0,0,CAR
469,Jordan Reed,81,SF,1.0,10,6,5,62,0,0,0,0,NO
470,Logan Thomas,80,WAS,1.0,10,6,4,66,0,0,0,0,DET
471,Pharaoh Brown,67,HOU,2.0,10,2,2,21,1,0,0,0,CLE
472,Richard Rodgers,71,PHI,3.0,10,5,4,60,0,0,0,0,NYG
473,Jonnu Smith,82,TEN,1.0,10,6,2,14,0,1,1,1,IND
474,Tyler Higbee,82,LAR,1.0,10,6,3,60,0,0,0,0,SEA
475,Durham Smythe,69,MIA,1.0,10,2,2,9,1,0,0,0,LAC
476,Kyle Rudolph,80,MIN,1.0,10,5,4,63,0,0,0,0,CHI
477,Colin Thompson,67,CAR,3.0,10,1,1,7,1,0,0,0,TB
478,Dan Arnold,67,ARI,1.0,10,4,4,34,0,0,0,0,BUF
479,Dallas Goedert,85,PHI,2.0,10,6,4,33,0,0,0,0,NYG
480,Darren Waller,93,LV,1.0,10,5,3,37,0,0,0,0,DEN
481,Mike Gesicki,84,MIA,2.0,10,5,2,40,0,0,0,0,LAC
482,Eric Ebron,85,PIT,1.0,10,6,2,38,0,0,0,0,CIN
483,Trey Burton,77,IND,2.0,10,3,3,24,0,0,0,0,TEN
484,Greg Olsen,77,SEA,1.0,10,4,2,33,0,0,0,0,LAR
485,Mo Alie-Cox,67,IND,1.0,10,4,3,19,0,0,0,0,TEN
486,Noah Fant,85,DEN,1.0,10,7,3,18,0,0,0,0,LV
487,Gerald Everett,75,LAR,2.0,10,3,2,27,0,0,0,0,SEA
488,Dawson Knox,75,BUF,1.0,10,3,2,16,0,0,0,0,ARI
489,Evan Engram,83,NYG,1.0,10,3,2,15,0,0,0,0,PHI
490,Tyler Eifert,77,JAX,2.0,10,4,2,15,0,0,0,0,GB
491,T.J. Hockenson,81,DET,1.0,10,4,2,13,0,0,0,0,WAS
492,Ross Dwelley,68,SF,2.0,10,2,1,22,0,0,0,0,NO
493,Kaden Smith,67,NYG,3.0,10,2,2,12,0,0,0,0,PHI
494,Tyler Conklin,71,MIN,2.0,10,2,2,11,0,0,0,0,CHI
495,Adam Shaheen,74,MIA,3.0,10,1,1,19,0,0,0,0,LAC
496,Jesse James,74,DET,2.0,10,3,2,9,0,0,0,0,WAS
497,Will Dissly,77,SEA,1.0,10,2,1,16,0,0,0,0,LAR
498,Darren Fells,73,HOU,1.0,10,1,1,15,0,0,0,0,CLE
499,Austin Hooper,87,CLE,1.0,10,2,1,11,0,0,0,0,HOU
500,Drew Sample,70,CIN,1.0,10,2,1,9,0,0,0,0,PIT
501,Cole Kmet,73,CHI,1.0,10,3,1,7,0,0,0,0,MIN
502,Ian Thomas,75,CAR,1.0,10,1,1,7,0,0,0,0,TB
503,Jacob Hollister,73,SEA,2.0,10,1,1,6,0,0,0,0,LAR
504,Jordan Akins,77,HOU,3.0,10,1,1,5,0,0,0,0,CLE
505,Anthony Firkser,70,TEN,3.0,10,3,1,5,0,0,0,0,IND
506,Travis Kelce,96,KC,1.0,11,10,8,127,1,0,0,0,LV
507,Darren Waller,93,LV,1.0,11,7,7,88,1,0,0,0,KC
508,Mark Andrews,86,BAL,1.0,11,7,5,96,1,0,0,0,TEN
509,Dallas Goedert,85,PHI,2.0,11,6,5,77,1,0,0,0,CLE
510,Robert Tonyan Jr.,79,GB,1.0,11,5,5,44,1,0,0,0,IND
511,Hunter Henry,85,LAC,1.0,11,7,4,48,1,0,0,0,NYJ
512,Eric Ebron,85,PIT,1.0,11,7,4,36,1,0,0,0,JAX
513,Jordan Akins,77,HOU,3.0,11,6,5,83,0,0,0,0,NE
514,Richard Rodgers,71,PHI,3.0,11,2,2,48,1,0,0,0,CLE
515,Dalton Schultz,73,DAL,1.0,11,6,4,25,1,0,0,0,MIN
516,Jonnu Smith,82,TEN,1.0,11,6,4,20,1,0,0,0,BAL
517,Chris Herndon IV,77,NYJ,1.0,11,3,2,32,1,0,0,0,LAC
518,T.J. Hockenson,81,DET,1.0,11,7,4,68,0,0,0,0,CAR
519,Trey Burton,77,IND,2.0,11,5,2,25,1,0,0,0,GB
520,Noah Fant,85,DEN,1.0,11,5,4,55,0,0,0,0,MIA
521,Mike Gesicki,84,MIA,2.0,11,5,4,43,0,0,0,0,DEN
522,Ryan Izzo,67,NE,1.0,11,3,2,59,0,0,0,0,HOU
523,Jack Doyle,79,IND,1.0,11,2,1,6,1,0,0,0,GB
524,Dan Arnold,67,ARI,1.0,11,2,1,4,1,0,0,0,SEA
525,Anthony Firkser,70,TEN,3.0,11,5,4,33,0,0,0,0,BAL
526,Jason Witten,80,LV,1.0,11,1,1,1,1,0,0,0,KC
527,Gerald Everett,75,LAR,2.0,11,5,4,27,0,0,0,0,TB
528,Austin Hooper,87,CLE,1.0,11,5,3,33,0,0,0,0,PHI
529,Tyler Higbee,82,LAR,1.0,11,4,4,19,0,1,1,0,TB
530,Kyle Rudolph,80,MIN,1.0,11,3,3,28,0,0,0,0,DAL
531,Cameron Brate,76,TB,1.0,11,4,3,23,0,0,0,0,LAR
532,Jace Sternberger,73,GB,2.0,11,3,3,23,0,0,0,0,IND
533,Tyler Eifert,77,JAX,2.0,11,5,2,32,0,0,0,0,PIT
534,Drew Sample,70,CIN,1.0,11,4,2,29,0,0,0,0,WAS
535,Darren Fells,73,HOU,1.0,11,2,2,29,0,0,0,0,NE
536,Maxx Williams,80,ARI,2.0,11,2,2,29,0,0,0,0,SEA
537,Rob Gronkowski,87,TB,1.0,11,6,2,25,0,0,0,0,LAR
538,Nick Vannett,71,DEN,2.0,11,2,2,24,0,0,0,0,MIA
539,Irv Smith Jr.,77,MIN,1.0,11,2,2,23,0,0,0,0,DAL
540,Pharaoh Brown,67,HOU,2.0,11,3,2,22,0,0,0,0,NE
541,Greg Olsen,77,SEA,1.0,11,2,2,20,0,0,0,0,ARI
542,Jacob Hollister,73,SEA,2.0,11,3,2,14,0,0,0,0,ARI
543,Adam Trautman,70,NO,2.0,11,1,1,19,0,0,0,0,ATL
544,Logan Thomas,80,WAS,1.0,11,5,2,6,0,1,2,0,CIN
545,Derek Carrier,70,LV,4.0,11,1,1,14,0,0,0,0,KC
546,Blake Bell,69,DAL,2.0,11,1,1,13,0,0,0,0,MIN
547,Will Dissly,77,SEA,1.0,11,1,1,10,0,0,0,0,ARI
548,Ben Ellefson,67,JAX,,11,3,1,10,0,0,0,0,PIT
549,Geoff Swaim,71,TEN,4.0,11,1,1,9,0,0,0,0,BAL
550,Marcedes Lewis,75,GB,1.0,11,1,1,8,0,0,0,0,IND
551,Jared Cook,89,NO,1.0,11,1,1,6,0,0,0,0,ATL
552,Mo Alie-Cox,67,IND,1.0,11,2,2,16,0,0,0,0,GB
553,Nick Keizer,67,KC,2.0,11,1,1,5,0,0,0,0,LV
554,Jesse James,74,DET,2.0,11,2,1,3,0,0,0,0,CAR
555,Eric Saubert,73,JAX,4.0,11,1,1,3,0,0,0,0,PIT
556,Dallas Goedert,85,PHI,2.0,12,10,7,75,1,0,0,0,SEA
557,Evan Engram,83,NYG,1.0,12,9,6,129,0,0,0,0,CIN
558,Rob Gronkowski,87,TB,1.0,12,7,6,106,0,0,0,0,KC
559,Travis Kelce,96,KC,1.0,12,8,8,82,0,0,0,0,TB
560,Richard Rodgers,71,PHI,3.0,12,6,3,53,1,0,0,0,SEA
561,T.J. Hockenson,81,DET,1.0,12,8,5,89,0,0,0,0,HOU
562,Kyle Rudolph,80,MIN,1.0,12,8,7,68,0,0,0,0,CAR
563,Hunter Henry,85,LAC,1.0,12,10,7,67,0,0,0,0,BUF
564,Trey Burton,77,IND,2.0,12,6,3,42,1,0,0,0,TEN
565,Eric Ebron,85,PIT,1.0,12,11,7,54,0,0,0,0,BAL
566,Logan Thomas,80,WAS,1.0,12,4,4,20,1,1,3,0,DAL
567,Mike Gesicki,84,MIA,2.0,12,5,2,35,1,0,0,0,NYJ
568,Tyler Eifert,77,JAX,2.0,12,4,3,16,1,0,0,0,CLE
569,Marcedes Lewis,75,GB,1.0,12,4,2,16,1,0,0,0,CHI
570,Austin Hooper,87,CLE,1.0,12,2,2,13,1,0,0,0,JAX
571,Hayden Hurst,77,ATL,1.0,12,8,4,48,0,0,0,0,LV
572,Adam Shaheen,74,MIA,3.0,12,2,1,7,1,0,0,0,NYJ
573,Cameron Brate,76,TB,1.0,12,6,4,34,0,0,0,0,KC
574,Dalton Schultz,73,DAL,1.0,12,5,5,24,0,0,0,0,WAS
575,Dawson Knox,75,BUF,1.0,12,1,1,2,1,0,0,0,LAC
576,Darren Waller,93,LV,1.0,12,7,4,23,0,0,0,0,ATL
577,Jimmy Graham,78,CHI,2.0,12,4,3,32,0,0,0,0,GB
578,Geoff Swaim,71,TEN,4.0,12,3,3,30,0,0,0,0,IND
579,Drew Sample,70,CIN,1.0,12,5,4,40,0,0,0,0,NYG
580,Durham Smythe,69,MIA,1.0,12,3,3,19,0,0,0,0,NYJ
581,Mo Alie-Cox,67,IND,1.0,12,2,2,19,0,0,0,0,TEN
582,Jordan Reed,81,SF,1.0,12,6,2,18,0,0,0,0,LAR
583,James O'Shaughnessy,74,JAX,1.0,12,4,2,17,0,0,0,0,CLE
584,Gerald Everett,75,LAR,2.0,12,2,2,16,0,0,0,0,SF
585,Jacob Hollister,73,SEA,2.0,12,5,2,11,0,0,0,0,PHI
586,Maxx Williams,80,ARI,2.0,12,2,2,10,0,0,0,0,NE
587,Dan Arnold,67,ARI,1.0,12,3,1,17,0,0,0,0,NE
588,Noah Fant,85,DEN,1.0,12,2,1,13,0,0,0,0,NO
589,Chris Manhertz,70,CAR,2.0,12,1,1,11,0,0,0,0,MIN
590,Stephen Carlson,67,CLE,2.0,12,1,1,11,0,0,0,0,JAX
591,Jaeden Graham,67,ATL,3.0,12,2,1,11,0,0,0,0,LV
592,Jesse James,74,DET,2.0,12,1,1,10,0,0,0,0,HOU
593,Adam Trautman,70,NO,2.0,12,1,1,8,0,0,0,0,DEN
594,Cole Kmet,73,CHI,1.0,12,3,1,8,0,0,0,0,GB
595,Tyler Higbee,82,LAR,1.0,12,2,1,6,0,0,0,0,SF
596,Brandon Dillon,75,MIN,4.0,12,1,1,6,0,0,0,0,CAR
597,Cethan Carter,67,CIN,2.0,12,1,1,5,0,0,0,0,NYG
598,Jace Sternberger,73,GB,2.0,12,1,1,5,0,0,0,0,CHI
599,Tyler Conklin,71,MIN,2.0,12,2,1,5,0,0,0,0,CAR
600,Ian Thomas,75,CAR,1.0,12,2,1,4,0,0,0,0,MIN
601,Lee Smith,73,BUF,3.0,12,1,1,3,0,0,0,0,LAC
602,Ross Dwelley,68,SF,2.0,12,2,1,3,0,0,0,0,LAR
603,Deon Yelder,67,KC,4.0,12,1,1,2,0,0,0,0,TB
604,Jordan Akins,77,HOU,3.0,12,2,0,0,0,1,4,0,DET
605,Harrison Bryant,67,CLE,2.0,12,2,1,13,0,0,0,0,JAX
606,Darren Waller,93,LV,1.0,13,17,13,200,2,0,0,0,NYJ
607,Travis Kelce,96,KC,1.0,13,13,8,136,1,0,0,0,DEN
608,Logan Thomas,80,WAS,1.0,13,9,9,98,1,0,0,0,PIT
609,Mike Gesicki,84,MIA,2.0,13,11,9,88,1,0,0,0,CIN
610,Dan Arnold,67,ARI,1.0,13,3,2,61,2,0,0,0,LAR
611,T.J. Hockenson,81,DET,1.0,13,9,7,84,0,0,0,0,CHI
612,MyCole Pruitt,71,TEN,2.0,13,2,1,22,1,0,0,0,CLE
613,Cole Kmet,73,CHI,1.0,13,7,5,37,1,0,0,0,DET
614,Eric Ebron,85,PIT,1.0,13,11,7,68,0,0,0,0,WAS
615,Dawson Knox,75,BUF,1.0,13,4,4,27,1,0,0,0,SF
616,Tyler Higbee,82,LAR,1.0,13,6,4,24,1,0,0,0,ARI
617,Jordan Reed,81,SF,1.0,13,4,3,32,1,0,0,0,BUF
618,Drew Sample,70,CIN,1.0,13,7,7,49,0,0,0,0,MIA
619,Jared Cook,89,NO,1.0,13,5,3,28,1,0,0,0,ATL
620,Dallas Goedert,85,PHI,2.0,13,7,5,66,0,0,0,0,GB
621,Tyler Eifert,77,JAX,2.0,13,6,6,45,0,0,0,0,MIN
622,Gerald Everett,75,LAR,2.0,13,7,6,44,0,0,0,0,ARI
623,Anthony Firkser,70,TEN,3.0,13,7,5,51,0,0,0,0,CLE
624,Noah Fant,85,DEN,1.0,13,7,4,57,0,0,0,0,KC
625,Dalton Schultz,73,DAL,1.0,13,4,4,44,0,0,0,0,BAL
626,James O'Shaughnessy,74,JAX,1.0,13,6,4,41,0,0,0,0,MIN
627,Jesse James,74,DET,2.0,13,3,1,9,1,0,0,0,CHI
628,Evan Engram,83,NYG,1.0,13,8,4,32,0,0,0,0,SEA
629,Will Dissly,77,SEA,1.0,13,5,4,28,0,0,0,0,NYG
630,Charlie Woerner,67,SF,1.0,13,2,2,33,0,0,0,0,BUF
631,Mo Alie-Cox,67,IND,1.0,13,5,3,23,0,0,0,0,HOU
632,Zach Ertz,81,PHI,1.0,13,4,2,31,0,0,0,0,GB
633,Jacob Hollister,73,SEA,2.0,13,4,3,20,0,0,0,0,NYG
634,Ross Dwelley,68,SF,2.0,13,2,2,29,0,0,0,0,BUF
635,Marcedes Lewis,75,GB,1.0,13,1,1,36,0,0,0,0,PHI
636,Austin Hooper,87,CLE,1.0,13,2,2,24,0,0,0,0,TEN
637,Adam Trautman,70,NO,2.0,13,3,3,9,0,0,0,0,ATL
638,Durham Smythe,69,MIA,1.0,13,2,2,16,0,0,0,0,CIN
639,Jordan Akins,77,HOU,3.0,13,3,2,10,0,0,0,0,IND
640,Nick Vannett,71,DEN,2.0,13,2,2,7,0,0,0,0,KC
641,Nick Keizer,67,KC,2.0,13,1,1,15,0,0,0,0,DEN
642,Jack Doyle,79,IND,1.0,13,1,1,12,0,0,0,0,HOU
643,Luke Willson,75,BAL,3.0,13,1,1,12,0,0,0,0,DAL
644,Trey Burton,77,IND,2.0,13,3,1,11,0,0,0,0,HOU
645,Tyler Conklin,71,MIN,2.0,13,1,1,10,0,0,0,0,JAX
646,Hayden Hurst,77,ATL,1.0,13,4,1,9,0,0,0,0,NO
647,Stephen Anderson,67,LAC,2.0,13,2,1,6,0,0,0,0,NE
648,Ryan Izzo,67,NE,1.0,13,1,1,6,0,0,0,0,LAC
649,David Njoku,81,CLE,1.0,13,1,1,5,0,0,0,0,TEN
650,Hunter Henry,85,LAC,1.0,13,2,1,5,0,0,0,0,NE
651,Kaden Smith,67,NYG,3.0,13,1,1,3,0,0,0,0,SEA
652,Blake Bell,69,DAL,2.0,13,1,1,2,0,0,0,0,BAL
653,Travis Kelce,96,KC,1.0,14,10,8,136,1,0,0,0,MIA
654,Mike Gesicki,84,MIA,2.0,14,6,5,65,2,0,0,0,KC
655,T.J. Hockenson,81,DET,1.0,14,11,6,43,1,0,0,0,GB
656,Darren Waller,93,LV,1.0,14,10,7,75,0,0,0,0,IND
657,Mark Andrews,86,BAL,1.0,14,6,5,78,0,0,0,0,CLE
658,Jared Cook,89,NO,1.0,14,4,3,37,1,0,0,0,PHI
659,Geoff Swaim,71,TEN,4.0,14,3,3,34,1,0,0,0,JAX
660,Jimmy Graham,78,CHI,2.0,14,4,4,23,1,0,0,0,HOU
661,Nick Vannett,71,DEN,2.0,14,4,4,20,1,0,0,0,CAR
662,Foster Moreau,74,LV,3.0,14,2,1,47,1,0,0,0,IND
663,Dan Arnold,67,ARI,1.0,14,4,2,27,1,0,0,0,NYG
664,Will Dissly,77,SEA,1.0,14,2,2,23,1,0,0,0,NYJ
665,Logan Thomas,80,WAS,1.0,14,7,6,43,0,0,0,0,SF
666,Hunter Henry,85,LAC,1.0,14,8,6,41,0,0,0,0,ATL
667,Troy Fumagalli,68,DEN,3.0,14,5,4,53,0,0,0,0,CAR
668,Tyler Conklin,71,MIN,2.0,14,5,5,40,0,0,0,0,TB
669,Dallas Goedert,85,PHI,2.0,14,6,4,43,0,0,0,0,NO
670,Cole Kmet,73,CHI,1.0,14,7,4,41,0,0,0,0,HOU
671,David Njoku,81,CLE,1.0,14,4,3,45,0,0,0,0,BAL
672,Jack Doyle,79,IND,1.0,14,3,3,44,0,0,0,0,LV
673,Rob Gronkowski,87,TB,1.0,14,2,1,2,1,0,0,0,MIN
674,Eric Ebron,85,PIT,1.0,14,5,2,30,0,0,0,0,BUF
675,Dalton Schultz,73,DAL,1.0,14,3,3,34,0,0,0,0,CIN
676,Tyler Higbee,82,LAR,1.0,14,2,2,34,0,0,0,0,NE
677,Dawson Knox,75,BUF,1.0,14,7,4,34,0,0,0,0,PIT
678,Drew Sample,70,CIN,1.0,14,4,3,21,0,0,0,0,DAL
679,Jordan Akins,77,HOU,3.0,14,6,3,20,0,0,0,0,CHI
680,Ian Thomas,75,CAR,1.0,14,4,3,20,0,0,0,0,DEN
681,Harrison Bryant,67,CLE,2.0,14,6,3,18,0,0,0,0,BAL
682,Adam Shaheen,74,MIA,3.0,14,3,2,26,0,0,0,0,KC
683,Jonnu Smith,82,TEN,1.0,14,2,2,20,0,1,3,0,JAX
684,Tyler Eifert,77,JAX,2.0,14,2,2,22,0,0,0,0,TEN
685,Ross Dwelley,68,SF,2.0,14,2,2,20,0,0,0,0,WAS
686,Durham Smythe,69,MIA,1.0,14,3,2,19,0,0,0,0,KC
687,Evan Engram,83,NYG,1.0,14,4,2,18,0,0,0,0,ARI
688,Maxx Williams,80,ARI,2.0,14,2,2,17,0,0,0,0,NYG
