,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
775,CeeDee Lamb,79,DAL,1.0,7,5,0,0,0,1,1,0,WAS
776,D.K. Metcalf,87,SEA,1.0,8,15,12,161,2,0,0,0,SF
777,Davante Adams,96,GB,1.0,8,12,7,53,3,0,0,0,MIN
778,Robert Woods,88,LAR,1.0,8,8,7,85,1,2,9,1,MIA
779,Corey Davis,80,TEN,1.0,8,10,8,128,1,0,0,0,CIN
780,Tyreek Hill,96,KC,1.0,8,6,4,98,2,0,0,0,NYJ
781,Brandon Aiyuk,70,SF,1.0,8,11,8,91,1,0,0,0,SEA
782,Mecole Hardman,79,KC,2.0,8,9,7,96,1,0,0,0,NYJ
783,Cooper Kupp,88,LAR,1.0,8,21,11,110,0,0,0,0,MIA
784,Keenan Allen,92,LAC,1.0,8,11,9,67,1,0,0,0,DEN
785,Curtis Samuel,85,CAR,2.0,8,5,4,31,1,3,23,1,ATL
786,Mike Williams,79,LAC,1.0,8,8,5,99,1,1,1,0,DEN
787,Allen Robinson,87,CHI,1.0,8,7,6,87,1,0,0,0,NO
788,Julio Jones,98,ATL,1.0,8,10,7,137,0,0,0,0,CAR
789,Travis Fulgham,67,PHI,2.0,8,7,6,78,1,0,0,0,DAL
790,Tyler Boyd,86,CIN,1.0,8,7,6,67,1,2,9,0,TEN
791,Marvin Jones,86,DET,1.0,8,7,3,39,2,0,0,0,IND
792,Daesean Hamilton,72,DEN,2.0,8,5,4,82,1,0,0,0,LAC
793,Darnell Mooney,67,CHI,1.0,8,6,5,69,1,0,0,0,NO
794,Mike Evans,90,TB,1.0,8,7,5,55,1,0,0,0,NYG
795,Demarcus Robinson,78,KC,2.0,8,5,4,63,1,0,0,0,NYJ
796,Kendrick Bourne,75,SF,2.0,8,10,8,81,0,0,0,0,SEA
797,Willie Snead,78,BAL,1.0,8,7,5,106,0,0,0,0,PIT
798,Sterling Shepard,84,NYG,1.0,8,10,8,74,0,0,0,0,TB
799,Anthony Miller,76,CHI,1.0,8,11,8,73,0,0,0,0,NO
800,Marvin Hall,69,DET,2.0,8,7,4,113,0,0,0,0,IND
801,Stefon Diggs,94,BUF,1.0,8,9,6,92,0,0,0,0,NE
802,Tee Higgins,76,CIN,1.0,8,9,6,78,0,2,6,0,TEN
803,Jakobi Meyers,70,NE,2.0,8,10,6,58,0,0,0,0,BUF
804,JuJu Smith-Schuster,81,PIT,1.0,8,8,7,67,0,0,0,0,BAL
805,David Moore,76,SEA,1.0,8,3,3,18,1,2,28,0,SF
806,Auden Tate,79,CIN,5.0,8,7,7,65,0,0,0,0,TEN
807,Jalen Reagor,70,PHI,1.0,8,6,3,16,1,1,6,0,DAL
808,Chase Claypool,67,PIT,2.0,8,9,5,42,1,0,0,0,BAL
809,Michael Gallup,79,DAL,1.0,8,12,7,61,0,0,0,0,PHI
810,Hunter Renfrow,77,LV,1.0,8,4,4,26,1,0,0,0,CLE
811,A.J. Brown,84,TEN,1.0,8,7,4,24,1,0,0,0,CIN
812,Braxton Berrios,72,NYJ,2.0,8,11,8,34,0,0,0,0,KC
813,Jerry Jeudy,75,DEN,1.0,8,10,4,73,0,0,0,0,LAC
814,Golden Tate,78,NYG,1.0,8,3,2,31,1,0,0,0,TB
815,Darius Slayton,77,NYG,1.0,8,9,5,56,0,0,0,0,TB
816,K.J. Hamler,69,DEN,2.0,8,3,3,13,1,0,0,0,LAC
817,Miles Boykin,73,BAL,1.0,8,3,2,20,1,0,0,0,PIT
818,Robby Anderson,85,CAR,1.0,8,8,5,48,0,0,0,0,ATL
819,Tre'Quan Smith,74,NO,3.0,8,7,5,43,0,0,0,0,CHI
820,Jarvis Landry,87,CLE,1.0,8,11,4,52,0,0,0,0,LV
821,Jaydon Mickens,67,TB,3.0,8,8,5,36,0,0,0,0,NYG
822,CeeDee Lamb,79,DAL,1.0,8,5,4,27,0,1,19,0,PHI
823,Josh Reynolds,73,LAR,1.0,8,9,4,44,0,0,0,0,MIA
824,Danny Amendola,81,DET,1.0,8,4,3,54,0,0,0,0,IND
825,D.J. Moore,81,CAR,1.0,8,6,2,55,0,0,0,0,ATL
826,Zach Pascal,72,IND,1.0,8,6,3,44,0,0,0,0,DET
827,Devante Parker,87,MIA,1.0,8,2,1,3,1,0,0,0,LAR
828,Tyler Lockett,87,SEA,1.0,8,5,4,33,0,0,0,0,SF
829,Marquise Brown,78,BAL,2.0,8,2,1,3,1,0,0,0,PIT
830,Scott Miller,72,TB,2.0,8,6,3,35,0,1,7,0,NYG
831,Calvin Ridley,89,ATL,1.0,8,4,3,42,0,0,0,0,CAR
832,Damiere Byrd,72,NE,1.0,8,4,3,39,0,0,0,0,BUF
833,Denzel Mims,70,NYJ,1.0,8,3,2,42,0,0,0,0,KC
834,Trent Taylor,76,SF,3.0,8,4,3,32,0,0,0,0,SEA
835,Jeff Smith,67,NYJ,2.0,8,8,3,29,0,0,0,0,KC
836,Marcus Johnson,67,IND,1.0,8,4,2,39,0,0,0,0,DET
837,Adam Thielen,90,MIN,1.0,8,4,3,27,0,0,0,0,GB
838,Justin Jefferson,84,MIN,1.0,8,4,3,26,0,0,0,0,GB
839,Tyler Johnson,68,TB,1.0,8,2,2,35,0,0,0,0,NYG
840,Byron Pringle,71,KC,3.0,8,4,3,22,0,0,0,0,NYJ
841,Devin Duvernay,72,BAL,1.0,8,3,1,39,0,0,0,0,PIT
842,Deonte Harris,67,NO,3.0,8,3,3,19,0,1,-2,0,CHI
843,Russell Gage,69,ATL,1.0,8,3,2,25,0,0,0,0,CAR
844,Cole Beasley,86,BUF,1.0,8,2,2,24,0,0,0,0,NE
845,Van Jefferson,68,LAR,2.0,8,2,2,23,0,0,0,0,MIA
846,Greg Ward,72,PHI,,8,5,3,10,0,1,2,0,DAL
847,AJ Green,82,CIN,1.0,8,5,2,19,0,0,0,0,TEN
848,Malik Taylor,71,GB,3.0,8,1,1,26,0,0,0,0,MIN
849,Preston Williams,72,MIA,2.0,8,5,2,15,0,0,0,0,LAR
850,Christian Blake,67,ATL,2.0,8,2,2,14,0,0,0,0,CAR
851,Marquez Valdes-Scantling,70,GB,2.0,8,1,1,19,0,1,4,0,MIN
852,John Brown,81,BUF,1.0,8,2,1,21,0,0,0,0,NE
853,T.Y. Hilton,82,IND,1.0,8,2,2,9,0,0,0,0,DET
854,Henry Ruggs III,78,LV,1.0,8,4,2,8,0,1,1,0,CLE
855,Chad Beebe,68,MIN,2.0,8,1,1,16,0,0,0,0,GB
856,Jakeem Grant,74,MIA,1.0,8,2,1,15,0,0,0,0,LAR
857,Cordarrelle Patterson,74,CHI,2.0,8,2,2,1,0,1,4,0,NO
858,Rashard Higgins,74,CLE,1.0,8,3,1,14,0,0,0,0,LV
859,Ashton Dulin,68,IND,3.0,8,1,1,13,0,0,0,0,DET
860,Isaiah Zuber,67,NE,,8,1,1,13,0,0,0,0,BUF
861,Vyncint Smith,67,NYJ,2.0,8,1,1,13,0,0,0,0,KC
862,Equanimeous St. Brown,68,GB,2.0,8,3,1,12,0,0,0,0,MIN
863,Kalif Raymond,69,TEN,2.0,8,1,1,11,0,0,0,0,CIN
864,Austin Carr,67,NO,3.0,8,1,1,10,0,0,0,0,CHI
865,Isaiah Ford,68,MIA,3.0,8,1,1,10,0,0,0,0,LAR
866,Javon Wims,67,CHI,3.0,8,1,1,9,0,0,0,0,NO
867,Darrius Shepherd,70,GB,2.0,8,1,1,6,0,0,0,0,MIN
868,Michael Pittman Jr,72,IND,1.0,8,1,1,6,0,0,0,0,DET
869,Ray-Ray McCloud,67,PIT,3.0,8,1,1,6,0,0,0,0,BAL
870,Diontae Johnson,77,PIT,1.0,8,3,1,6,0,0,0,0,BAL
871,Amari Cooper,92,DAL,1.0,8,5,1,5,0,0,0,0,PHI
872,Malcolm Perry,67,MIA,2.0,8,1,1,10,0,1,-5,0,LAR
873,Tommylee Lewis,67,NO,5.0,8,1,1,5,0,0,0,0,CHI
874,Jalen Guyton,67,LAC,2.0,8,4,1,3,0,0,0,0,DEN
875,Jamal Agnew,67,DET,2.0,8,0,0,0,0,1,11,0,IND
876,Gunner Olszewski,67,NE,2.0,8,0,0,0,0,1,6,0,BUF
877,Richie James,69,SF,2.0,9,13,9,184,1,0,0,0,GB
878,Davante Adams,96,GB,1.0,9,12,10,173,1,0,0,0,SF
879,Tyreek Hill,96,KC,1.0,9,18,9,113,2,1,8,0,CAR
880,D.J. Chark,83,JAX,1.0,9,12,7,146,1,0,0,0,HOU
881,Curtis Samuel,85,CAR,2.0,9,9,9,105,1,3,13,0,KC
882,Jerry Jeudy,75,DEN,1.0,9,14,7,125,1,0,0,0,ATL
883,Keenan Allen,92,LAC,1.0,9,11,9,103,1,0,0,0,LV
884,Terry McLaurin,91,WAS,1.0,9,8,7,115,1,0,0,0,NYG
885,D.K. Metcalf,87,SEA,1.0,9,9,7,108,1,0,0,0,BUF
886,Christian Kirk,78,ARI,1.0,9,8,5,123,1,0,0,0,MIA
887,JuJu Smith-Schuster,81,PIT,1.0,9,7,6,93,1,0,0,0,DAL
888,Will Fuller,87,HOU,1.0,9,5,5,100,1,0,0,0,JAX
889,Stefon Diggs,94,BUF,1.0,9,12,9,118,0,0,0,0,SEA
890,Olamide Zaccheaus,67,ATL,5.0,9,6,4,103,1,0,0,0,DEN
891,A.J. Brown,84,TEN,1.0,9,9,4,101,1,0,0,0,CHI
892,Marquez Valdes-Scantling,70,GB,2.0,9,4,2,53,2,0,0,0,SF
893,John Brown,81,BUF,1.0,9,11,8,99,0,0,0,0,SEA
894,Brandin Cooks,86,HOU,1.0,9,9,3,83,1,0,0,0,JAX
895,David Moore,76,SEA,1.0,9,6,4,71,1,0,0,0,BUF
896,Gabriel Davis,72,BUF,2.0,9,5,4,70,1,0,0,0,SEA
897,Julio Jones,98,ATL,1.0,9,7,5,54,1,0,0,0,DEN
898,Preston Williams,72,MIA,2.0,9,5,4,60,1,0,0,0,ARI
899,Robby Anderson,85,CAR,1.0,9,13,9,63,0,0,0,0,KC
900,Chase Claypool,67,PIT,2.0,9,13,8,69,0,1,4,0,DAL
901,Allen Robinson,87,CHI,1.0,9,9,7,81,0,0,0,0,TEN
902,CeeDee Lamb,79,DAL,1.0,9,7,4,71,1,0,0,0,PIT
903,K.J. Hamler,69,DEN,2.0,9,10,6,75,0,1,15,0,ATL
904,Danny Amendola,81,DET,1.0,9,10,7,77,0,1,2,0,MIN
905,Diontae Johnson,77,PIT,1.0,9,10,6,77,0,1,4,0,DAL
906,Cam Sims,67,WAS,1.0,9,4,3,110,0,0,0,0,NYG
907,Emmanuel Sanders,86,NO,1.0,9,5,4,38,1,0,0,0,TB
908,Nelson Agholor,78,LV,1.0,9,3,2,55,1,0,0,0,LAC
909,Marvin Jones,86,DET,1.0,9,4,3,43,1,0,0,0,MIN
910,Mike Williams,79,LAC,1.0,9,7,5,81,0,0,0,0,LV
911,Tim Patrick,77,DEN,1.0,9,9,4,29,1,0,0,0,ATL
912,Amari Cooper,92,DAL,1.0,9,6,5,67,0,1,8,0,PIT
913,Devante Parker,87,MIA,1.0,9,7,6,64,0,0,0,0,ARI
914,Chris Conley,75,JAX,2.0,9,8,7,52,0,0,0,0,HOU
915,Sterling Shepard,84,NYG,1.0,9,8,6,39,0,1,18,0,WAS
916,Austin Mack,67,NYG,3.0,9,5,4,72,0,0,0,0,WAS
917,Zach Pascal,72,IND,1.0,9,6,5,55,0,0,0,0,BAL
918,Demarcus Robinson,78,KC,2.0,9,3,3,34,1,0,0,0,CAR
919,Mike Evans,90,TB,1.0,9,6,4,64,0,0,0,0,NO
920,Michael Thomas,97,NO,1.0,9,6,5,51,0,0,0,0,TB
921,Isaiah McKenzie,69,BUF,2.0,9,1,1,25,1,1,1,0,SEA
922,Michael Pittman Jr,72,IND,1.0,9,7,4,56,0,0,0,0,BAL
923,De'Michael Harris,67,IND,2.0,9,4,4,27,0,2,28,0,BAL
924,Larry Fitzgerald,77,ARI,1.0,9,5,4,54,0,0,0,0,MIA
925,Justin Jefferson,84,MIN,1.0,9,4,3,64,0,0,0,0,DET
926,Darnell Mooney,67,CHI,1.0,9,11,5,43,0,0,0,0,TEN
927,Anthony Miller,76,CHI,1.0,9,8,5,59,0,0,0,0,TEN
928,James Washington,78,PIT,2.0,9,2,1,17,1,0,0,0,DAL
929,Tre'Quan Smith,74,NO,3.0,9,2,1,14,1,0,0,0,TB
930,Brandon Powell,67,ATL,2.0,9,1,1,9,1,1,4,0,DEN
931,Mack Hollins,67,MIA,2.0,9,1,1,11,1,0,0,0,ARI
932,Cordarrelle Patterson,74,CHI,2.0,9,4,4,27,0,3,13,0,TEN
933,Tyler Lockett,87,SEA,1.0,9,7,4,40,0,0,0,0,BUF
934,Hunter Renfrow,77,LV,1.0,9,3,2,60,0,0,0,0,LAC
935,Mecole Hardman,79,KC,2.0,9,4,3,48,0,0,0,0,CAR
936,Willie Snead,78,BAL,1.0,9,4,4,37,0,0,0,0,IND
937,Jakeem Grant,74,MIA,1.0,9,5,4,35,0,0,0,0,ARI
938,Chris Godwin,87,TB,1.0,9,6,3,41,0,0,0,0,NO
939,Cole Beasley,86,BUF,1.0,9,3,3,39,0,0,0,0,SEA
940,Marquise Brown,78,BAL,2.0,9,5,3,38,0,0,0,0,IND
941,Michael Gallup,79,DAL,1.0,9,7,3,36,0,0,0,0,PIT
942,Antonio Brown,88,TB,2.0,9,5,3,31,0,0,0,0,NO
943,Christian Blake,67,ATL,2.0,9,3,3,31,0,0,0,0,DEN
944,DeAndre Hopkins,99,ARI,1.0,9,3,3,30,0,0,0,0,MIA
945,Tyron Johnson,71,LAC,2.0,9,1,1,50,0,0,0,0,LV
946,Adam Thielen,90,MIN,1.0,9,5,2,38,0,0,0,0,DET
947,Marvin Hall,69,DET,2.0,9,5,3,28,0,0,0,0,MIN
948,Randall Cobb,80,HOU,3.0,9,3,3,21,0,0,0,0,JAX
949,Quintez Cephus,67,DET,2.0,9,2,2,31,0,0,0,0,MIN
950,Deonte Harris,67,NO,3.0,9,1,1,40,0,0,0,0,TB
951,Riley Ridley,70,CHI,2.0,9,2,2,23,0,0,0,0,TEN
952,Isaiah Wright,73,WAS,1.0,9,3,3,30,0,0,0,0,NYG
953,Brandon Zylstra,67,CAR,3.0,9,1,1,28,0,0,0,0,KC
954,D.J. Moore,81,CAR,1.0,9,3,2,18,0,0,0,0,KC
955,Ray-Ray McCloud,67,PIT,3.0,9,2,2,16,0,0,0,0,DAL
956,Marcus Johnson,67,IND,1.0,9,7,2,14,0,0,0,0,BAL
957,River Cracraft,67,SF,3.0,9,5,2,13,0,0,0,0,GB
958,Daesean Hamilton,72,DEN,2.0,9,2,2,12,0,0,0,0,ATL
959,Russell Gage,69,ATL,1.0,9,6,2,11,0,0,0,0,DEN
960,Marquez Callaway,67,NO,2.0,9,2,2,11,0,0,0,0,TB
961,Andy Isabella,69,ARI,2.0,9,3,2,10,0,0,0,0,MIA
962,Miles Boykin,73,BAL,1.0,9,1,1,11,0,0,0,0,IND
963,Tyler Johnson,68,TB,1.0,9,1,1,11,0,0,0,0,NO
964,Scott Miller,72,TB,2.0,9,3,1,10,0,0,0,0,NO
965,CJ Board,67,NYG,3.0,9,1,1,10,0,0,0,0,WAS
966,Trent Taylor,76,SF,3.0,9,4,1,9,0,0,0,0,GB
967,Jalen Guyton,67,LAC,2.0,9,2,1,9,0,0,0,0,LV
968,Collin Johnson,67,JAX,3.0,9,2,1,9,0,0,0,0,HOU
969,Darius Slayton,77,NYG,1.0,9,1,1,6,0,1,2,0,WAS
970,Cameron Batson,67,TEN,1.0,9,1,1,6,0,0,0,0,CHI
971,Keelan Cole,75,JAX,1.0,9,2,1,6,0,0,0,0,HOU
972,Cedrick Wilson,72,DAL,2.0,9,3,1,6,0,0,0,0,PIT
973,Darrius Shepherd,70,GB,2.0,9,1,1,3,0,0,0,0,SF
974,Henry Ruggs III,78,LV,1.0,9,3,0,0,0,1,10,0,LAC
975,Malik Taylor,71,GB,3.0,9,0,0,0,0,1,9,0,SF
976,Laviska Shenault Jr,78,JAX,1.0,9,1,1,-1,0,0,0,0,HOU
977,Joe Reed,67,LAC,3.0,9,1,0,0,0,2,7,0,LV
978,Cole Beasley,86,BUF,1.0,10,13,11,109,1,0,0,0,ARI
979,DeAndre Hopkins,99,ARI,1.0,10,12,7,127,1,0,0,0,BUF
980,Stefon Diggs,94,BUF,1.0,10,11,10,93,1,0,0,0,ARI
981,Marquez Valdes-Scantling,70,GB,2.0,10,6,4,149,1,0,0,0,JAX
982,Diontae Johnson,77,PIT,1.0,10,11,6,116,1,0,0,0,CIN
983,Marvin Jones,86,DET,1.0,10,10,8,96,1,0,0,0,WAS
984,JuJu Smith-Schuster,81,PIT,1.0,10,13,9,77,1,0,0,0,CIN
985,Tee Higgins,76,CIN,1.0,10,9,7,115,1,0,0,0,PIT
986,Justin Jefferson,84,MIN,1.0,10,10,8,135,0,0,0,0,CHI
987,Chase Claypool,67,PIT,2.0,10,10,4,56,2,2,-3,0,CIN
988,Adam Thielen,90,MIN,1.0,10,7,4,43,2,0,0,0,CHI
989,Mike Evans,90,TB,1.0,10,11,6,77,1,0,0,0,CAR
990,Brandon Aiyuk,70,SF,1.0,10,14,7,75,1,1,-8,0,NO
991,D.J. Moore,81,CAR,1.0,10,7,4,96,1,0,0,0,TB
992,Michael Pittman Jr,72,IND,1.0,10,8,7,101,0,1,21,0,TEN
993,Davante Adams,96,GB,1.0,10,12,8,66,1,0,0,0,JAX
994,Josh Reynolds,73,LAR,1.0,10,10,8,94,0,0,0,0,SEA
995,Terry McLaurin,91,WAS,1.0,10,9,7,95,0,1,27,0,DET
996,Keelan Cole,75,JAX,1.0,10,7,5,47,1,0,0,0,GB
997,Chris Godwin,87,TB,1.0,10,6,6,92,0,0,0,0,CAR
998,Jakeem Grant,74,MIA,1.0,10,5,4,43,1,0,0,0,LAC
999,Darius Slayton,77,NYG,1.0,10,7,5,93,0,0,0,0,PHI
1000,Marvin Hall,69,DET,2.0,10,3,2,61,1,0,0,0,WAS
1001,Antonio Brown,88,TB,2.0,10,8,7,69,0,1,-3,0,CAR
1002,John Brown,81,BUF,1.0,10,8,6,72,0,0,0,0,ARI
1003,Keenan Allen,92,LAC,1.0,10,7,3,39,1,0,0,0,MIA
1004,Corey Davis,80,TEN,1.0,10,6,5,67,0,0,0,0,IND
1005,Tyler Lockett,87,SEA,1.0,10,9,5,66,0,0,0,0,LAR
1006,Jakobi Meyers,70,NE,2.0,10,7,5,59,0,0,0,0,BAL
1007,Jerry Jeudy,75,DEN,1.0,10,8,4,68,0,0,0,0,LV
1008,Sterling Shepard,84,NYG,1.0,10,6,6,47,0,0,0,0,PHI
1009,Allen Robinson,87,CHI,1.0,10,9,6,43,0,0,0,0,MIN
1010,Tyler Boyd,86,CIN,1.0,10,8,6,41,0,0,0,0,PIT
1011,Cooper Kupp,88,LAR,1.0,10,7,5,50,0,0,0,0,SEA
1012,Brandin Cooks,86,HOU,1.0,10,8,6,39,0,0,0,0,CLE
1013,D.J. Chark,83,JAX,1.0,10,5,4,56,0,0,0,0,GB
1014,Cam Sims,67,WAS,1.0,10,5,4,54,0,0,0,0,DET
1015,Will Fuller,87,HOU,1.0,10,8,5,38,0,0,0,0,CLE
1016,Jalen Reagor,70,PHI,1.0,10,7,4,47,0,0,0,0,NYG
1017,Robert Woods,88,LAR,1.0,10,6,5,33,0,1,3,0,SEA
1018,Chris Conley,75,JAX,2.0,10,8,4,43,0,0,0,0,GB
1019,T.Y. Hilton,82,IND,1.0,10,5,4,40,0,0,0,0,TEN
1020,Rashard Higgins,74,CLE,1.0,10,4,3,48,0,0,0,0,HOU
1021,Zach Pascal,72,IND,1.0,10,5,4,33,0,0,0,0,TEN
1022,Randall Cobb,80,HOU,3.0,10,5,3,41,0,0,0,0,CLE
1023,Cordarrelle Patterson,74,CHI,2.0,10,2,2,19,0,12,30,0,MIN
1024,Christian Kirk,78,ARI,1.0,10,6,4,27,0,0,0,0,BUF
1025,Freddie Swain,67,SEA,2.0,10,4,3,37,0,0,0,0,LAR
1026,Kendrick Bourne,75,SF,2.0,10,5,4,26,0,0,0,0,NO
1027,Deonte Harris,67,NO,3.0,10,4,4,24,0,0,0,0,SF
1028,Golden Tate,78,NYG,1.0,10,5,2,44,0,0,0,0,PHI
1029,Jalen Guyton,67,LAC,2.0,10,6,4,24,0,0,0,0,MIA
1030,Henry Ruggs III,78,LV,1.0,10,4,3,31,0,0,0,0,DEN
1031,Robby Anderson,85,CAR,1.0,10,6,4,21,0,0,0,0,TB
1032,Jarvis Landry,87,CLE,1.0,10,5,3,29,0,0,0,0,HOU
1033,Mike Williams,79,LAC,1.0,10,5,2,38,0,0,0,0,MIA
1034,Devante Parker,87,MIA,1.0,10,7,2,31,0,0,0,0,LAC
1035,Hunter Renfrow,77,LV,1.0,10,2,2,30,0,0,0,0,DEN
1036,James Washington,78,PIT,2.0,10,2,2,30,0,0,0,0,CIN
1037,Anthony Miller,76,CHI,1.0,10,7,2,28,0,0,0,0,MIN
1038,D.K. Metcalf,87,SEA,1.0,10,4,2,28,0,0,0,0,LAR
1039,Michael Thomas,97,NO,1.0,10,7,2,27,0,0,0,0,SF
1040,Malcolm Perry,67,MIA,2.0,10,2,2,21,0,1,6,0,LAC
1041,Auden Tate,79,CIN,5.0,10,4,2,24,0,0,0,0,PIT
1042,Curtis Samuel,85,CAR,2.0,10,5,3,8,0,3,4,0,TB
1043,Danny Amendola,81,DET,1.0,10,3,3,10,0,0,0,0,WAS
1044,David Moore,76,SEA,1.0,10,3,2,16,0,1,2,0,LAR
1045,Chad Beebe,68,MIN,2.0,10,2,2,16,0,0,0,0,CHI
1046,Richie James,69,SF,2.0,10,5,3,26,0,0,0,0,NO
1047,Donovan Peoples-Jones,67,CLE,2.0,10,2,2,16,0,0,0,0,HOU
1048,Marquise Brown,78,BAL,2.0,10,6,2,14,0,0,0,0,NE
1049,Larry Fitzgerald,77,ARI,1.0,10,5,2,13,0,0,0,0,BUF
1050,A.J. Brown,84,TEN,1.0,10,4,1,21,0,0,0,0,IND
1051,De'Michael Harris,67,IND,2.0,10,1,1,21,0,0,0,0,TEN
1052,Cameron Batson,67,TEN,1.0,10,2,2,8,0,0,0,0,IND
1053,Bryan Edwards,71,LV,2.0,10,1,1,16,0,0,0,0,DEN
1054,Van Jefferson,68,LAR,2.0,10,1,1,15,0,0,0,0,SEA
1055,Andy Isabella,69,ARI,2.0,10,1,1,14,0,0,0,0,BUF
1056,Ray-Ray McCloud,67,PIT,3.0,10,2,2,4,0,1,-1,0,CIN
1057,Darnell Mooney,67,CHI,1.0,10,2,2,3,0,0,0,0,MIN
1058,Quintez Cephus,67,DET,2.0,10,2,1,10,0,0,0,0,WAS
1059,Travis Fulgham,67,PHI,2.0,10,5,1,8,0,0,0,0,NYG
1060,Nelson Agholor,78,LV,1.0,10,4,1,8,0,0,0,0,DEN
1061,Zay Jones,78,LV,2.0,10,1,1,6,0,0,0,0,DEN
1062,Kenny Stills,85,HOU,4.0,10,1,1,6,0,0,0,0,CLE
1063,Emmanuel Sanders,86,NO,1.0,10,1,1,5,0,0,0,0,SF
1064,Scott Miller,72,TB,2.0,10,1,1,4,0,0,0,0,CAR
1065,Isaiah McKenzie,69,BUF,2.0,10,1,1,2,0,0,0,0,ARI
1066,Mack Hollins,67,MIA,2.0,10,1,1,1,0,0,0,0,LAC
1067,Keenan Allen,92,LAC,1.0,11,19,16,145,1,0,0,0,NYJ
1068,Adam Thielen,90,MIN,1.0,11,11,8,123,2,0,0,0,DAL
1069,Robert Woods,88,LAR,1.0,11,15,12,130,1,2,-4,0,TB
1070,Tyreek Hill,96,KC,1.0,11,14,11,102,1,2,-2,0,LV
1071,Damiere Byrd,72,NE,1.0,11,7,6,132,1,1,11,0,HOU
1072,Cooper Kupp,88,LAR,1.0,11,13,11,145,0,0,0,0,TB
1073,Davante Adams,96,GB,1.0,11,8,7,106,1,0,0,0,IND
1074,Diontae Johnson,77,PIT,1.0,11,16,12,111,0,0,0,0,JAX
1075,D.J. Moore,81,CAR,1.0,11,11,7,127,0,1,21,0,DET
1076,Tyler Lockett,87,SEA,1.0,11,9,9,67,1,0,0,0,ARI
1077,Curtis Samuel,85,CAR,2.0,11,10,8,70,1,1,4,0,DET
1078,Nelson Agholor,78,LV,1.0,11,9,6,88,1,0,0,0,KC
1079,Michael Thomas,97,NO,1.0,11,12,9,104,0,0,0,0,ATL
1080,Chris Godwin,87,TB,1.0,11,10,7,53,1,0,0,0,LAR
1081,Devante Parker,87,MIA,1.0,11,9,6,61,1,0,0,0,DEN
1082,Justin Jefferson,84,MIN,1.0,11,5,3,86,1,0,0,0,DAL
1083,Tyler Boyd,86,CIN,1.0,11,11,9,85,0,0,0,0,WAS
1084,Mike Williams,79,LAC,1.0,11,7,4,72,1,0,0,0,NYJ
1085,Tim Patrick,77,DEN,1.0,11,8,5,119,0,0,0,0,MIA
1086,CeeDee Lamb,79,DAL,1.0,11,6,4,34,1,2,12,0,MIN
1087,Corey Davis,80,TEN,1.0,11,7,5,113,0,0,0,0,BAL
1088,A.J. Brown,84,TEN,1.0,11,7,4,62,1,0,0,0,BAL
1089,Mike Evans,90,TB,1.0,11,9,5,49,1,0,0,0,LAR
1090,Chase Claypool,67,PIT,2.0,11,8,4,59,1,0,0,0,JAX
1091,Michael Pittman Jr,72,IND,1.0,11,3,3,66,1,0,0,0,GB
1092,Larry Fitzgerald,77,ARI,1.0,11,10,8,62,0,0,0,0,SEA
1093,Amari Cooper,92,DAL,1.0,11,7,6,81,0,0,0,0,MIN
1094,AJ Green,82,CIN,1.0,11,9,4,41,1,0,0,0,WAS
1095,Calvin Ridley,89,ATL,1.0,11,9,5,90,0,0,0,0,NO
1096,Will Fuller,87,HOU,1.0,11,8,6,80,0,0,0,0,NE
1097,Antonio Brown,88,TB,2.0,11,13,8,57,0,1,1,0,LAR
1098,D.K. Metcalf,87,SEA,1.0,11,5,3,46,1,0,0,0,ARI
1099,Terry McLaurin,91,WAS,1.0,11,7,5,84,0,0,0,0,CIN
1100,Breshad Perriman,75,NYJ,1.0,11,4,2,54,1,0,0,0,LAC
1101,Russell Gage,69,ATL,1.0,11,12,7,58,0,0,0,0,NO
1102,Brandin Cooks,86,HOU,1.0,11,5,4,85,0,0,0,0,NE
1103,Robby Anderson,85,CAR,1.0,11,9,7,46,0,0,0,0,DET
1104,Emmanuel Sanders,86,NO,1.0,11,5,4,66,0,0,0,0,ATL
1105,Demarcus Robinson,78,KC,2.0,11,8,6,44,0,0,0,0,LV
1106,Khadarel Hodge,67,CLE,3.0,11,5,3,73,0,0,0,0,PHI
1107,DeAndre Hopkins,99,ARI,1.0,11,8,5,51,0,0,0,0,SEA
1108,Denzel Mims,70,NYJ,1.0,11,8,3,71,0,0,0,0,LAC
1109,Rashard Higgins,74,CLE,1.0,11,4,3,65,0,0,0,0,PHI
1110,Jalen Reagor,70,PHI,1.0,11,5,4,52,0,0,0,0,CLE
1111,Marvin Jones,86,DET,1.0,11,6,4,51,0,0,0,0,CAR
1112,N'Keal Harry,74,NE,1.0,11,8,5,41,0,0,0,0,HOU
1113,Keke Coutee,73,HOU,2.0,11,4,2,10,1,0,0,0,NE
1114,Christian Kirk,78,ARI,1.0,11,6,4,50,0,0,0,0,SEA
1115,Randall Cobb,80,HOU,3.0,11,2,2,7,1,0,0,0,NE
1116,Zach Pascal,72,IND,1.0,11,3,3,54,0,0,0,0,GB
1117,D.J. Chark,83,JAX,1.0,11,8,4,41,0,0,0,0,PIT
1118,Van Jefferson,68,LAR,2.0,11,1,1,7,1,0,0,0,TB
1119,K.J. Hamler,69,DEN,2.0,11,6,4,35,0,0,0,0,MIA
