NAME,RTG,TEAM,DEP,WEEK,TGTS,REC,REC YDS,REC TD,ATT,YDS,TD
Ross Dwelley,68,SF,2,15,2,2,28,0,0,0,0
Jimmy Graham,78,CHI,2,15,3,2,25,0,0,0,0
Luke Stocker,74,ATL,2,15,3,2,21,0,0,0,0
Harrison Bryant,67,CLE,2,15,2,2,19,0,0,0,0
Mo Alie-Cox,67,IND,1,15,2,2,14,0,0,0,0
Jack Doyle,79,IND,1,15,2,2,14,0,0,0,0
Cole Kmet,73,CHI,1,15,2,2,12,0,0,0,0
David Njoku,81,CLE,1,15,1,1,22,0,0,0,0
Foster Moreau,74,LV,3,15,1,1,22,0,0,0,0
Anthony Firkser,70,TEN,3,15,1,1,20,0,0,0,0
Adam Shaheen,74,MIA,3,15,2,1,15,0,0,0,0
Levine Toilolo,71,NYG,2,15,1,1,14,0,0,0,0
Blake Bell,69,DAL,2,15,1,1,10,0,1,2,0
Pharaoh Brown,67,HOU,2,15,1,1,11,0,0,0,0
Jesse James,74,DET,2,15,1,1,11,0,0,0,0
MyCole Pruitt,71,TEN,2,15,2,1,10,0,0,0,0
Trey Burton,77,IND,2,15,2,1,8,0,0,0,0
T.J. Hockenson,81,DET,1,15,4,2,18,0,1,0,0
James O'Shaughnessy,74,JAX,1,15,1,1,6,0,0,0,0
Deon Yelder,67,KC,4,15,1,1,6,0,0,0,0
Drew Sample,70,CIN,1,15,1,1,4,0,0,0,0
Dalton Keene,68,NE,2,15,2,1,2,0,0,0,0
Darrell Daniels,67,ARI,3,15,1,1,2,0,0,0,0
Kaden Smith,67,NYG,3,15,1,1,0,0,0,0,0
Irv Smith Jr.,77,MIN,1,16,9,6,53,2,0,0,0
Jimmy Graham,78,CHI,2,16,5,4,69,2,0,0,0
Travis Kelce,96,KC,1,16,13,7,98,1,0,0,0
Rob Gronkowski,87,TB,1,16,2,2,58,2,0,0,0
Darren Waller,93,LV,1,16,6,5,112,0,0,0,0
Hayden Hurst,77,ATL,1,16,5,5,47,1,0,0,0
Eric Ebron,85,PIT,1,16,7,5,47,1,0,0,0
Austin Hooper,87,CLE,1,16,15,7,71,0,0,0,0
Evan Engram,83,NYG,1,16,10,7,65,0,1,5,0
Mark Andrews,86,BAL,1,16,10,6,76,0,0,0,0
Logan Thomas,80,WAS,1,16,12,7,63,0,1,0,0
George Kittle,99,SF,1,16,5,4,92,0,0,0,0
Noah Fant,85,DEN,1,16,9,6,65,0,0,0,0
Jonnu Smith,82,TEN,1,16,7,3,30,1,0,0,0
Jared Cook,89,NO,1,16,4,3,82,0,0,0,0
Lee Smith,73,BUF,3,16,2,2,31,1,0,0,0
Jacob Hollister,73,SEA,2,16,6,2,17,1,0,0,0
Mike Gesicki,84,MIA,2,16,7,4,54,0,0,0,0
Darren Fells,73,HOU,1,16,2,1,22,1,0,0,0
Jack Doyle,79,IND,1,16,6,4,50,0,0,0,0
Stephen Anderson,67,LAC,2,16,6,4,48,0,0,0,0
Dawson Knox,75,BUF,1,16,4,3,51,0,0,0,0
Jordan Akins,77,HOU,3,16,4,4,39,0,0,0,0
Drew Sample,70,CIN,1,16,1,1,8,1,0,0,0
Tyler Conklin,71,MIN,2,16,6,4,31,0,0,0,0
Dallas Goedert,85,PHI,2,16,3,3,38,0,0,0,0
Harrison Bryant,67,CLE,2,16,7,3,37,0,0,0,0
Donald Parham,67,LAC,3,16,3,2,47,0,0,0,0
David Njoku,81,CLE,1,16,4,4,26,0,0,0,0
Adam Trautman,70,NO,2,16,2,2,45,0,0,0,0
Tyler Higbee,82,LAR,1,16,6,3,34,0,0,0,0
Zach Ertz,81,PHI,1,16,7,3,33,0,0,0,0
T.J. Hockenson,81,DET,1,16,6,4,23,0,0,0,0
Dalton Schultz,73,DAL,1,16,4,3,21,0,0,0,0
Trey Burton,77,IND,2,16,4,3,18,0,0,0,0
Will Dissly,77,SEA,1,16,3,3,17,0,0,0,0
Cameron Brate,76,TB,1,16,2,2,27,0,0,0,0
Pharaoh Brown,67,HOU,2,16,1,1,29,0,0,0,0
James O'Shaughnessy,74,JAX,1,16,3,2,18,0,0,0,0
Tyler Eifert,77,JAX,2,16,5,2,17,0,0,0,0
Dan Arnold,67,ARI,1,16,5,3,25,0,0,0,0
Cole Kmet,73,CHI,1,16,6,2,18,0,1,-3,0
Gerald Everett,75,LAR,2,16,3,2,13,0,0,0,0
Jason Witten,80,LV,1,16,5,2,12,0,0,0,0
Mo Alie-Cox,67,IND,1,16,1,1,20,0,0,0,0
Tanner Hudson,68,TB,2,16,1,1,20,0,0,0,0
Robert Tonyan Jr.,79,GB,1,16,2,1,17,0,0,0,0
Durham Smythe,69,MIA,1,16,2,2,6,0,0,0,0
Greg Olsen,77,SEA,1,16,2,1,15,0,0,0,0
Daniel Brown,72,NYJ,3,16,1,1,13,0,0,0,0
Dominique Dafney,71,GB,2,16,1,1,13,0,0,0,0
Deon Yelder,67,KC,4,16,1,1,12,0,0,0,0
Anthony Firkser,70,TEN,3,16,2,1,11,0,0,0,0
Luke Stocker,74,ATL,2,16,1,1,9,0,0,0,0
Darrell Daniels,67,ARI,3,16,2,1,7,0,0,0,0
Blake Bell,69,DAL,2,16,1,1,7,0,0,0,0
Vance McDonald,77,PIT,2,16,1,1,5,0,0,0,0
Adam Shaheen,74,MIA,3,16,1,1,3,0,0,0,0
Kahale Warring,67,HOU,4,16,3,1,3,0,0,0,0
